beta_I,beta_FR,phi0,theta_N,alpha,gamma_comm,delta_C,phi_obs,R0,R0_B,R0_N,rho_N,trM,detM
0.80683785,1.5146994,0.43818935,0.027056479,0.019305473,0.0663295,0.013039933,0.44619325,2.2421165,1.6058209,3.2713361,2.7409498,2.3356319,0.20967238
0.80397794,2.0983255,0.56132057,0.049081083,0.019389838,0.083912368,0.011246225,0.56088945,2.4184322,1.600621,3.2604629,2.5616175,2.5323244,0.27544052
0.79214391,1.4827594,0.45658058,0.023891524,0.016287406,0.077987391,0.013504489,0.50500946,2.2465127,1.5791046,3.2406931,2.7175325,2.3377536,0.20497385
0.80081225,1.4391763,0.48340012,0.022794752,0.02087984,0.063937121,0.016574019,0.47708938,2.3148171,1.5948652,3.2654298,2.756296,2.4024164,0.20277622
0.86314892,1.6099675,0.52786539,0.035560958,0.01515758,0.092203867,0.010365183,0.63493178,2.5124475,1.7082046,3.4091786,2.8565409,2.6060899,0.23527159
0.84350216,1.6420433,0.48534252,0.034026532,0.017285748,0.086535187,0.010610792,0.5556408,2.3981162,1.6724833,3.3706048,2.8049595,2.4966539,0.23630482
0.80388478,1.9576284,0.50028944,0.033641047,0.013976682,0.070599717,0.010064597,0.63708151,2.3627642,1.6004517,3.3526588,2.6776999,2.4770624,0.27005967
0.83450253,2.1167566,0.49766979,0.040206857,0.010791848,0.08180241,0.010132176,0.59037782,2.4232861,1.6561203,3.444456,2.7254976,2.546121,0.29766397
0.83596229,2.0106295,0.4934263,0.029450783,0.032020527,0.0829173,0.010101404,0.56801147,2.4583566,1.6587744,3.5185301,2.8184742,2.5764268,0.29025851
0.81724382,1.7175286,0.52352211,0.038472176,0.010592683,0.07006462,0.015509749,0.71423964,2.3860678,1.6247408,3.2689946,2.6833416,2.485544,0.23735711
0.82702563,1.7843982,0.50239006,0.054702886,0.011791307,0.065031787,0.012529522,0.87123613,2.3106605,1.6425259,3.1801317,2.5929693,2.4150038,0.24110187
0.81516726,1.6783091,0.50711102,0.047191288,0.012581946,0.066368454,0.012987912,0.76218441,2.3089208,1.6209653,3.1717976,2.6105307,2.4074094,0.22740251
0.83516954,1.7535221,0.5004043,0.025065782,0.025906799,0.094469731,0.011477271,0.45585439,2.4608054,1.6573331,3.4705651,2.8536202,2.5646822,0.25562065
0.80793205,1.654646,0.49657881,0.020980835,0.019400052,0.095407451,0.011417988,0.50376478,2.3910952,1.6078103,3.3842005,2.7962463,2.489928,0.23631863
0.81786955,2.1458516,0.49888374,0.030221105,0.015761968,0.09171398,0.010904901,0.65425013,2.4350938,1.6258785,3.4974607,2.7516775,2.5595805,0.30313671
0.81254364,2.1606243,0.57312114,0.032756818,0.014447828,0.095804987,0.011763424,0.62315283,2.5573898,1.616195,3.4598028,2.7133239,2.6728056,0.29516333
0.84589449,1.3350174,0.50563527,0.037993264,0.012705514,0.071048055,0.01080268,0.51050842,2.3850277,1.676833,3.2358313,2.7801137,2.4651175,0.19101631
0.79868569,1.8845304,0.52176994,0.041995305,0.034176364,0.080011239,0.012650306,0.61298408,2.3401994,1.5909988,3.2341566,2.5966383,2.4483491,0.253092
0.8338704,1.8236679,0.57134361,0.029637739,0.018129229,0.092263999,0.01134772,0.7154144,2.5776561,1.654971,3.4445847,2.8099045,2.6774553,0.25724802
0.80247497,1.999496,0.46924002,0.035034789,0.028843906,0.07732712,0.01075763,0.48698253,2.3008499,1.5978884,3.3492681,2.6620895,2.4197058,0.27346974
0.82334671,1.6300176,0.52822797,0.031113312,0.0285227,0.067288035,0.010620998,0.57514773,2.4349575,1.635837,3.3278443,2.762522,2.5296026,0.23045691
0.81516841,1.9533786,0.55481578,0.045748383,0.016868518,0.096026895,0.010766814,0.54943367,2.4316071,1.6209673,3.2765467,2.6212177,2.5395089,0.26237486
0.8327638,2.0033002,0.56740369,0.040465311,0.018049815,0.091280224,0.012720039,0.67921471,2.5341597,1.652959,3.3978823,2.7178553,2.6430349,0.27590731
0.81643558,1.7844947,0.4397821,0.026418585,0.029792092,0.091019636,0.013864778,0.59604485,2.2976738,1.6232713,3.40445,2.7786404,2.4066018,0.25028101
0.86246661,1.8122922,0.48623199,0.039248781,0.017051597,0.08592962,0.010986496,0.7115524,2.4421032,1.7069641,3.4404019,2.8235223,2.549817,0.26304823
0.79283483,1.492451,0.53401316,0.032992504,0.011317396,0.06051396,0.012112057,0.45425921,2.3381526,1.5803609,3.1617262,2.6463783,2.4248307,0.20266668
0.78631658,1.5366383,0.48295998,0.033159698,0.013452446,0.067007504,0.011474258,0.46281957,2.2415441,1.5685095,3.1539681,2.6235682,2.3342225,0.20774276
0.83465676,1.7672062,0.52593044,0.027605022,0.017728966,0.097970866,0.015990294,0.72934889,2.4963516,1.6564007,3.4478729,2.8298763,2.5985904,0.25522419
0.81567537,1.4179145,0.49975817,0.043649258,0.024861356,0.093707611,0.010543054,0.52162904,2.2839681,1.6218891,3.1164535,2.6385515,2.3688099,0.19377595
0.84613978,1.3352999,0.46005906,0.030513896,0.025002427,0.085882854,0.010869916,0.57021962,2.3446816,1.6772789,3.307095,2.8433352,2.4270906,0.19322271
0.83638818,1.34501,0.47022674,0.033584013,0.021397186,0.084109521,0.01148056,0.56572364,2.3244705,1.6595488,3.2490165,2.7852173,2.406959,0.19174203
0.80694143,1.7019124,0.51923347,0.046233712,0.017397296,0.076794079,0.010791798,0.53607742,2.3151406,1.6060092,3.1619547,2.5915979,2.4139082,0.2286607
0.82738983,1.7197407,0.54058007,0.027040479,0.027534288,0.09669115,0.014038344,0.62692939,2.5013835,1.6431881,3.4124784,2.8102719,2.5996312,0.24575511
0.83264291,1.8047393,0.48382738,0.035675847,0.011299413,0.089302293,0.012160869,0.53504805,2.3785946,1.6527392,3.3751029,2.7557712,2.4860659,0.25563072
0.82959836,1.8936107,0.53697068,0.032838104,0.012913387,0.092114169,0.011527515,0.59654984,2.4933617,1.6472036,3.4230893,2.7689851,2.6008021,0.267888
0.82174055,1.5292735,0.50206966,0.036984137,0.020136627,0.080828669,0.010344307,0.50854189,2.3451428,1.6329167,3.2329049,2.7096746,2.4362222,0.21359418
0.81202757,1.9549655,0.5181386,0.045824135,0.022955558,0.072767914,0.01017335,0.47750657,2.3586909,1.6152567,3.2664615,2.6107095,2.4708097,0.26445349
0.84523834,1.7154308,0.45719441,0.028864101,0.017110623,0.07579322,0.01235137,0.71057365,2.3837227,1.6756399,3.4526117,2.8545093,2.4880615,0.24871472
0.83872965,1.5703888,0.43839713,0.042293578,0.012862682,0.079042575,0.01462578,0.5411735,2.2647125,1.663806,3.2535373,2.7226441,2.3607396,0.21747378
0.79262198,1.8914833,0.56781078,0.029984002,0.0133582,0.072785425,0.010892225,0.63804034,2.4687778,1.5799739,3.3272189,2.6694738,2.5720784,0.25502637
0.83501155,1.8631533,0.46934722,0.043235359,0.020026299,0.075883133,0.011827746,0.56784814,2.3319188,1.6570458,3.3319539,2.7034081,2.4431593,0.25940367
0.78823284,1.777546,0.55849967,0.030673086,0.01237934,0.069905842,0.012522787,0.65022402,2.4195126,1.5719936,3.2665077,2.6493832,2.5183792,0.23920901
0.79817753,2.2385716,0.59965074,0.038490739,0.028721659,0.079581586,0.011672637,0.65015555,2.5520404,1.5900749,3.3846807,2.6213915,2.6662115,0.29136948
0.79887032,2.1650931,0.57982599,0.0501957,0.035434455,0.082921606,0.011947688,0.73480884,2.4429978,1.5913345,3.2570411,2.5376982,2.5571545,0.27888446
0.84724889,1.294811,0.44967278,0.020942295,0.021496308,0.086415644,0.01076381,0.46532691,2.3686569,1.6792955,3.3918523,2.9317168,2.4493857,0.19121874
0.82426988,1.7639213,0.48338187,0.017364692,0.01593232,0.079565553,0.010849292,0.59028716,2.4401697,1.6375155,3.5172565,2.8848558,2.5461482,0.25860551
0.83437829,1.9782161,0.4804331,0.015282222,0.011921093,0.080871015,0.010428213,0.55160034,2.4970134,1.6558944,3.6522865,2.9393565,2.6150273,0.2946822
0.80162015,1.5295835,0.56637842,0.025568524,0.018501068,0.071496225,0.010755205,0.62920232,2.4604444,1.5963342,3.2732292,2.7357222,2.5460913,0.21072956
0.83979309,1.5662851,0.47753287,0.044133131,0.012656001,0.06843622,0.01453426,0.6118942,2.3226786,1.6657395,3.239026,2.7116828,2.4170355,0.21916071
0.83476119,1.8546162,0.51681448,0.031509188,0.010415401,0.083604098,0.010011214,0.56070525,2.4705406,1.6565906,3.4397328,2.7971108,2.5781443,0.26583942
0.80500206,1.7348672,0.50128529,0.04101599,0.039506695,0.073214198,0.010027049,0.65418228,2.3074112,1.6024831,3.2124425,2.6242646,2.4095321,0.23563475
0.84879308,1.5534315,0.58190782,0.035680284,0.013694425,0.097449977,0.010068189,0.62919982,2.5626789,1.6821031,3.3416537,2.8085686,2.6478086,0.21816012
0.80514492,2.3548625,0.49538958,0.035157057,0.012727967,0.045443058,0.010088271,0.71987515,2.3969653,1.6027428,3.4789633,2.6698816,2.5322029,0.32415991
0.79997869,2.2974004,0.48307819,0.036619488,0.011761824,0.057387743,0.010214492,0.73546653,2.346369,1.5933497,3.4282941,2.6415993,2.4797713,0.31301104
0.86852383,1.575705,0.40149133,0.039054218,0.013527754,0.099404057,0.010687997,0.54827418,2.289019,1.7179772,3.3813121,2.8447273,2.3857917,0.2215146
0.8420995,1.8316892,0.56753893,0.036036322,0.01498075,0.090595536,0.012574341,0.6498235,2.5578759,1.669933,3.411807,2.7837467,2.6585143,0.25742048
0.78049146,1.6553628,0.52643603,0.025272755,0.034507718,0.067557158,0.010126396,0.69062318,2.3519039,1.5579184,3.2487527,2.6666329,2.4480345,0.22609
0.80872511,2.3056978,0.56480909,0.034588934,0.020477243,0.091513799,0.011947745,0.67814566,2.5420627,1.6092523,3.4793345,2.686107,2.6654917,0.3137642
0.82033744,2.2375202,0.57054424,0.032130811,0.015515246,0.089615076,0.012681146,0.68789393,2.5880469,1.6303656,3.5183503,2.7441769,2.7075444,0.30926518
0.80100053,1.9340229,0.50767956,0.034947198,0.012836179,0.0856921,0.010869632,0.5898863,2.3599272,1.5952076,3.3227519,2.6579407,2.4722465,0.2650654
0.79172735,1.9112526,0.50328038,0.036480322,0.013344696,0.0854692,0.01175673,0.59209489,2.3185244,1.5783472,3.2704273,2.615752,2.429938,0.25831512
0.79204545,1.952492,0.50582456,0.041617661,0.012724164,0.066435644,0.010722021,0.54340506,2.3055756,1.5789256,3.2392132,2.5781456,2.4187398,0.26090869
0.81607715,1.8707817,0.56017983,0.047733699,0.011975628,0.050934405,0.010384865,0.48750146,2.4223163,1.6226196,3.2342964,2.6094035,2.5254484,0.24981868
0.82078964,1.7283155,0.5623306,0.039713711,0.013041078,0.095233087,0.019248218,0.56641158,2.4583486,1.6311878,3.2728043,2.685127,2.554319,0.2359287
0.78813291,1.8110573,0.51117044,0.034224678,0.031152893,0.0714899,0.010196759,0.63816059,2.321543,1.5718119,3.24489,2.6213091,2.42704,0.24491567
0.77637334,1.8554186,0.48489293,0.033230179,0.04087598,0.078878501,0.01025041,0.61347158,2.2551564,1.5504309,3.2305589,2.5902307,2.3651131,0.24796959
0.82535674,1.5726324,0.53434834,0.025380033,0.010379791,0.093442514,0.015736428,0.5560848,2.4732816,1.6394916,3.3705381,2.8176534,2.5644734,0.22554301
0.82528431,1.4709809,0.4522536,0.043405265,0.077288747,0.098752822,0.013199078,0.45784786,2.2403722,1.6393599,3.1671097,2.6710531,2.3302903,0.20144993
0.82111746,1.7062358,0.45677673,0.038497942,0.020654629,0.099075231,0.016269455,0.53132111,2.2801869,1.6317838,3.277465,2.6956968,2.3834927,0.23555645
0.82049195,1.5654627,0.49512642,0.04102097,0.018730002,0.099260941,0.015910881,0.49006688,2.3166506,1.6306465,3.2047685,2.6740303,2.4100359,0.21634106
0.83096783,1.7453389,0.41390756,0.03755441,0.02910685,0.09684211,0.01780431,0.44259192,2.2392366,1.6496936,3.3315373,2.7351581,2.3458214,0.23866858
0.83028041,1.9700985,0.40598277,0.049778114,0.019378761,0.095823404,0.01519352,0.46821446,2.1980317,1.6484437,3.294029,2.6388806,2.316523,0.26044768
0.85999509,1.407324,0.54193108,0.034107829,0.013961904,0.096121097,0.01141336,0.53672222,2.5100303,1.7024704,3.3432153,2.8585164,2.591641,0.20484551
0.80315608,1.8073004,0.46924711,0.045452007,0.011712579,0.041894844,0.010270297,0.45283091,2.2386694,1.5991268,3.1920624,2.5853444,2.3466072,0.24163717
0.81163976,1.3991534,0.51800195,0.02702051,0.017521761,0.094608501,0.011600869,0.71541139,2.3772783,1.6145516,3.2473844,2.7574156,2.4603622,0.19751362
0.82052808,1.857855,0.52619087,0.022895334,0.014237345,0.0653528,0.012122946,0.56553995,2.49671,1.6307122,3.4798451,2.8227567,2.603709,0.26714548
0.85488311,1.7854816,0.49538285,0.042492785,0.015532684,0.088427176,0.012205323,0.56907521,2.4214123,1.6931759,3.3761148,2.7727746,2.526875,0.25536849
0.82496486,1.8469305,0.52778033,0.050140098,0.017512116,0.060521667,0.010411975,0.51833148,2.374792,1.6387791,3.2333099,2.6196014,2.4803411,0.25065701
0.81703375,1.6100833,0.45668825,0.027081218,0.014724391,0.070609842,0.018555275,0.46848485,2.308924,1.6243589,3.3388172,2.7750645,2.4073318,0.22721633
0.83228107,1.7122503,0.46118341,0.045159705,0.022219615,0.078996845,0.010695838,0.5754689,2.2881629,1.6520813,3.2550827,2.6799027,2.3913589,0.23612926
0.80832233,1.6649309,0.5017198,0.022016628,0.017786332,0.090363171,0.016349068,0.60261763,2.397708,1.6085199,3.3787461,2.7886318,2.4966775,0.23729984
0.85134011,1.609519,0.44142051,0.023562261,0.030397729,0.09736812,0.012660361,0.5696501,2.3836863,1.6867341,3.4902598,2.9219225,2.4828474,0.23636887
0.81476897,1.8131791,0.47428507,0.034137693,0.028713277,0.096365386,0.010502835,0.60169944,2.3245264,1.6202411,3.3339968,2.7095597,2.4330498,0.25226561
0.81938913,1.5746913,0.46781323,0.047218595,0.011339608,0.06172132,0.010944324,0.52503316,2.2453652,1.6286414,3.1502216,2.6236385,2.3404568,0.21351528
0.83225941,1.7854982,0.47081779,0.030171463,0.01112632,0.073132792,0.011013035,0.49372483,2.3772765,1.6520419,3.4206424,2.8000263,2.4847305,0.2554478
0.80788552,1.5151745,0.53094988,0.024438495,0.019184313,0.074615513,0.010363293,0.53057419,2.418017,1.6077257,3.3003463,2.766454,2.5064224,0.21376586
0.81768133,1.9838826,0.45086805,0.016819319,0.0243545,0.08284236,0.011336192,0.53158354,2.3862011,1.6255363,3.5790794,2.8668516,2.5063265,0.28664329
0.78121641,1.5689636,0.5549139,0.015136155,0.017096566,0.070888722,0.012848755,0.7172164,2.4472555,1.5592364,3.3199255,2.7542788,2.5362673,0.21783463
0.8329329,2.0763183,0.52316205,0.058738664,0.016144079,0.071988754,0.01271015,0.51011814,2.3762122,1.6532664,3.2598933,2.5824542,2.4937926,0.27939598
0.8345278,2.120297,0.38743041,0.027283068,0.027014138,0.086226184,0.012409589,0.51435837,2.270854,1.6561662,3.5742534,2.8322119,2.3992915,0.29166294
0.82468952,2.1379557,0.40583587,0.029107906,0.035937801,0.089992703,0.012886248,0.50272711,2.2761803,1.6382785,3.5286952,2.7837046,2.4054774,0.29430348
0.8099424,2.0355373,0.64880346,0.04023569,0.01953644,0.078920496,0.012152135,0.6720082,2.6349399,1.6114655,3.3374309,2.6461036,2.7312778,0.25384472
0.78831586,1.807263,0.57525997,0.042390907,0.014733915,0.080317824,0.011764304,0.52964529,2.3940883,1.5721445,3.1713396,2.5605003,2.4920974,0.23464256
0.82689119,1.5422567,0.49232849,0.029870886,0.013769587,0.084869245,0.011480366,0.58061687,2.3761442,1.6422815,3.3211055,2.7846578,2.4688144,0.22019769
0.88505019,1.4927176,0.40084173,0.027728595,0.016800359,0.084073201,0.010738569,0.44286751,2.3656681,1.7480251,3.5199284,2.9980746,2.4582779,0.2190842
0.82400716,1.5495108,0.47943025,0.036204201,0.017971985,0.074647306,0.013030055,0.63944378,2.3188671,1.6370378,3.2543851,2.7232841,2.412443,0.21699022
0.82309335,1.6253273,0.5094969,0.038750966,0.021154086,0.058246474,0.01179607,0.62427089,2.3643054,1.6353763,3.253974,2.7001107,2.4600468,0.22636205
0.82631897,1.8378832,0.47942887,0.031554888,0.019160332,0.093488656,0.010579085,0.62540731,2.3773602,1.6412411,3.4054887,2.7687326,2.4870723,0.26082531
0.82655091,1.4704103,0.5132508,0.041485619,0.022468865,0.06715792,0.012973404,0.5487956,2.3482927,1.6416628,3.1878934,2.6899,2.4352669,0.20424074
0.78906735,1.5563073,0.50806222,0.041365133,0.038195094,0.081429909,0.015335703,0.55173609,2.255973,1.5735109,3.0976778,2.5704508,2.3478825,0.20734543
0.86408616,1.5258975,0.42804248,0.038570865,0.017315393,0.083306307,0.011792545,0.5736739,2.3200296,1.7099087,3.3545678,2.8343748,2.4138927,0.21776499
0.83942962,1.9357965,0.5413409,0.049970052,0.019352814,0.089752036,0.010439302,0.64746559,2.4465513,1.6650787,3.3095293,2.6660552,2.555287,0.26602757
0.84902541,1.8016515,0.58132031,0.041022323,0.019100322,0.098339126,0.012737653,0.78132266,2.5699816,1.6825255,3.3765721,2.7657607,2.6673092,0.25013024
0.84108543,1.8547782,0.46493174,0.040108294,0.010740779,0.08222341,0.013436675,0.5101286,2.3517184,1.6680892,3.3776221,2.7475049,2.4629053,0.26148031
0.81602459,1.5818173,0.49549572,0.025164124,0.042497351,0.08831138,0.011629653,0.63505316,2.3808698,1.6225241,3.3443004,2.7878982,2.4756569,0.22567568
0.82663094,1.6273016,0.48896776,0.030765664,0.015619706,0.089021035,0.014823083,0.60624986,2.3751743,1.6418083,3.3411598,2.7763195,2.4727364,0.23172701
0.75820945,1.9265115,0.56250934,0.02567728,0.019946255,0.072861017,0.010684785,0.68021838,2.3948024,1.5174056,3.2648123,2.5879985,2.5003382,0.25273736
0.79201213,1.8562658,0.56829213,0.023644561,0.015558482,0.088764686,0.013473721,0.61297446,2.4976629,1.578865,3.3744755,2.7191399,2.5992963,0.25384601
0.7803977,1.6488765,0.50885375,0.024068499,0.025653918,0.055373566,0.012371239,0.516744,2.3253863,1.5577479,3.2576402,2.6761174,2.4227445,0.22639547
0.81812312,2.0862057,0.5792425,0.025896691,0.015604416,0.097776684,0.011058485,0.6976165,2.6128525,1.6263396,3.521295,2.7887634,2.7239783,0.2903554
0.83381976,1.4808051,0.48991152,0.041498143,0.051297376,0.097954486,0.011083241,0.52018749,2.3300121,1.6548789,3.2146377,2.713138,2.4190227,0.20739587
0.8168307,1.9619102,0.47397177,0.037025012,0.010761834,0.060086723,0.011882268,0.65030521,2.3324519,1.6239897,3.3645497,2.6933585,2.448966,0.27176344
0.81793592,1.578896,0.50018504,0.041992812,0.013789053,0.082037461,0.013628771,0.56707179,2.3157741,1.6259992,3.1924859,2.6583577,2.4095324,0.21712294
0.85590655,1.5588622,0.56202177,0.046801552,0.019833939,0.082726483,0.014297567,0.62592902,2.4892413,1.6950367,3.2637685,2.7420024,2.5766982,0.21770113
0.83570978,1.9807331,0.49071197,0.026054971,0.011089892,0.084491374,0.016727183,0.55341356,2.4658405,1.6583153,3.542055,2.8468216,2.5826889,0.28812959
0.83407861,1.4161194,0.59925434,0.036685014,0.021621113,0.093467649,0.010070231,0.55030018,2.5269637,1.6553495,3.2371285,2.7522819,2.6032375,0.192741
0.82587082,1.8705108,0.57039436,0.049224511,0.016006646,0.070319602,0.010312608,0.54468904,2.4577718,1.6404263,3.2519485,2.6291706,2.5596295,0.25034281
0.83274452,1.7095188,0.44697553,0.025093618,0.022348217,0.096954688,0.016756282,0.60739278,2.3500822,1.6529239,3.4465819,2.8451589,2.4546451,0.24573157
0.80934397,1.6944219,0.50738521,0.041721774,0.018209877,0.098683895,0.014890442,0.62158387,2.3207107,1.6103775,3.2064265,2.6328691,2.4201891,0.23086058
0.87237828,1.7677495,0.44865483,0.039421361,0.02540156,0.093397955,0.01084638,0.44861694,2.3942456,1.7249853,3.4556156,2.8541325,2.5014409,0.25665206
0.7982302,1.5468051,0.50054916,0.038330661,0.012259905,0.072038673,0.010864271,0.56553216,2.2791069,1.5901706,3.1503898,2.6227817,2.371137,0.20974649
0.83165003,1.7120183,0.48980706,0.034704027,0.02591358,0.091267107,0.010841536,0.61835164,2.3807475,1.6509339,3.3492601,2.7604321,2.4827861,0.24292806
0.7929499,1.8199088,0.48163037,0.03490779,0.011266978,0.068408061,0.014275846,0.4977083,2.279939,1.5805701,3.2574873,2.6318455,2.3882243,0.24688397
0.837841,1.7564178,0.53151671,0.039713866,0.012691223,0.088849185,0.010761416,0.6975635,2.4517777,1.6621902,3.3374137,2.740181,2.5525995,0.24719252
0.8397842,1.6643962,0.51167554,0.038595051,0.012537556,0.068509583,0.011371369,0.67103365,2.4158619,1.6657233,3.3228011,2.7554237,2.5136095,0.23614461
0.85608576,1.4748378,0.450393,0.050491309,0.012638433,0.08639589,0.011305824,0.57318103,2.2848195,1.6953625,3.203829,2.7141332,2.3747653,0.20550991
0.80641006,1.8276811,0.53143839,0.0228903,0.014068551,0.072039077,0.015384287,0.62846341,2.4653271,1.6050431,3.4210224,2.7745981,2.5701242,0.25835925
0.80337921,1.8818297,0.52755927,0.02763889,0.017440525,0.086887996,0.011516219,0.66374382,2.432314,1.5995324,3.3825275,2.7244998,2.540168,0.26233475
0.80966408,1.5773589,0.59695332,0.024609895,0.017674731,0.088391925,0.01108068,0.66065856,2.5507021,1.6109595,3.3266145,2.7710402,2.6351254,0.21533889
0.78855361,2.1559151,0.50193713,0.037616495,0.020472778,0.063500247,0.011231418,0.5640673,2.3322113,1.5725768,3.3333491,2.596781,2.4563738,0.28957315
0.78934026,2.408514,0.53517307,0.041260089,0.013936967,0.068477627,0.012964681,0.62750669,2.4124664,1.5740071,3.3882226,2.572103,2.5449264,0.31955528
0.81843423,1.4364709,0.55997029,0.030113945,0.029069243,0.087483286,0.010796195,0.6323846,2.4564301,1.6269052,3.2538105,2.7544442,2.5379238,0.20018356
0.81038199,1.7795488,0.53657703,0.039628313,0.022090777,0.08527862,0.017145197,0.48601326,2.393636,1.6122648,3.2573938,2.652179,2.4950032,0.24263617
0.85707625,1.7383097,0.49481534,0.031281596,0.010357023,0.070827024,0.011775689,0.66711323,2.473877,1.6971634,3.4757276,2.8730849,2.5772243,0.25566829
0.79712877,1.8412219,0.61603773,0.039611198,0.030353999,0.098071738,0.014928853,0.50172637,2.5093759,1.588168,3.2357182,2.6095045,2.6031211,0.23524201
0.82566621,1.7433721,0.48424816,0.037357145,0.011901482,0.080785535,0.011156301,0.54053584,2.3473735,1.6400543,3.3154645,2.7194895,2.4513686,0.24411533
0.82970041,1.5759877,0.56240744,0.041696303,0.010737675,0.092811092,0.01562061,0.68779706,2.4502363,1.6473892,3.2318687,2.6983706,2.5385122,0.21629679
0.81414369,1.9864716,0.51393407,0.027910975,0.030120506,0.076146259,0.010396655,0.49152459,2.4466253,1.6191042,3.4525632,2.7583938,2.5613813,0.28076495
0.79184535,1.9676405,0.41707695,0.029083675,0.049853732,0.091712287,0.010416859,0.52508374,2.2019546,1.5785618,3.3597739,2.674092,2.3214643,0.26315506
0.86417261,1.76969,0.59457066,0.041426904,0.011394634,0.079905782,0.010262984,0.67868131,2.6270903,1.7100659,3.4105912,2.81116,2.7211484,0.24709893
0.82511642,1.6281988,0.38598751,0.032904154,0.014905998,0.062070664,0.011124887,0.48571194,2.1864178,1.6390547,3.3159817,2.7536443,2.2863275,0.21844437
0.79903221,1.499046,0.45453726,0.018316164,0.021286416,0.064562161,0.010230472,0.47970056,2.2869341,1.5916288,3.3248709,2.7887008,2.3794519,0.21158209
0.81726267,2.0550496,0.54301271,0.019519233,0.013604943,0.084172758,0.010258826,0.63012932,2.5682153,1.6247751,3.5740711,2.841214,2.6832676,0.29547905
0.80086832,1.7630959,0.46066329,0.027457045,0.023580962,0.066109927,0.010226848,0.63913843,2.2894747,1.5949672,3.3343336,2.7175574,2.3962294,0.24441223
0.86490234,1.8493166,0.52387891,0.051704537,0.013513138,0.096895995,0.013098203,0.57714607,2.4608458,1.7113927,3.3447648,2.7323319,2.5670819,0.26143064
0.85693104,1.8408957,0.47034554,0.040196224,0.017195489,0.097095617,0.010368057,0.54684568,2.398642,1.6968994,3.4231629,2.7978859,2.5088398,0.26432499
0.83046014,1.7993156,0.5252059,0.038649065,0.023583193,0.091954655,0.010905129,0.56894116,2.4323361,1.6487705,3.338075,2.72478,2.5360032,0.25215326
0.8264471,1.6493251,0.45739806,0.037092859,0.023071598,0.091289618,0.016079546,0.56304318,2.2945656,1.6414741,3.288303,2.724138,2.3947304,0.2298348
0.84150581,1.6070875,0.49287398,0.039508023,0.01709071,0.097639388,0.010696017,0.6525726,2.3770494,1.6688535,3.300373,2.7536628,2.472987,0.22804848
0.83800163,2.0368945,0.48422853,0.03001396,0.023232297,0.081733777,0.010906219,0.54136917,2.445955,1.6624823,3.5287534,2.8204929,2.566184,0.29407475
0.81495211,1.5103195,0.50891783,0.037081047,0.020314402,0.079617901,0.010422435,0.64918703,2.3365662,1.6205741,3.2034301,2.6867992,2.4261178,0.20924308
0.79241926,2.2507415,0.55284487,0.040375755,0.012453552,0.076188609,0.015799665,0.5638388,2.4374555,1.5796053,3.3527506,2.5885747,2.5598796,0.29840314
0.85396915,1.5606705,0.43214303,0.036251428,0.011091395,0.078585895,0.012173146,0.57720332,2.3147255,1.6915142,3.355609,2.8207408,2.4106411,0.22201833
0.78164122,2.0761395,0.5849746,0.024636581,0.013305934,0.063163596,0.010602621,0.61979346,2.5309813,1.5600088,3.4069108,2.675704,2.6403996,0.27693571
0.87135283,1.4754676,0.50019239,0.049479576,0.024226689,0.092393039,0.014217172,0.47843834,2.4041988,1.7231208,3.2606304,2.769652,2.4921714,0.21150375
0.865552,1.5231563,0.49939828,0.052792399,0.020043285,0.093294894,0.015400953,0.49650676,2.3794745,1.7125739,3.2292996,2.7260553,2.4700241,0.21546045
0.87200808,1.4606058,0.43962082,0.045087317,0.015646731,0.094022806,0.015868632,0.53610729,2.3262023,1.7243122,3.2972641,2.8065383,2.4158146,0.20845632
0.77217402,1.9410557,0.53531078,0.028954513,0.024635582,0.064331813,0.010273083,0.6275263,2.366184,1.5427957,3.2859533,2.6093291,2.4759268,0.25967165
0.78092462,1.8076975,0.45001558,0.031484855,0.024982457,0.062910877,0.011476125,0.64635487,2.208194,1.5587059,3.2451436,2.6187432,2.3176291,0.24165409
0.79387737,2.0077171,0.52702462,0.02649521,0.020124647,0.071472071,0.011881974,0.62809493,2.4290434,1.5822564,3.4058732,2.7019099,2.5433473,0.27764913
0.85914188,1.6131301,0.43650438,0.033894423,0.016221007,0.084875036,0.013204818,0.52238184,2.3494326,1.7009191,3.4133799,2.8575247,2.4484158,0.23255436
0.83083795,1.2915016,0.517817,0.04122853,0.03310404,0.089795838,0.013240624,0.47634946,2.3461831,1.6494574,3.1433247,2.7056713,2.4230073,0.1802435
0.83126522,1.4090389,0.4409154,0.042017381,0.029385677,0.074135498,0.010930189,0.55241065,2.2369643,1.6502343,3.1775302,2.7008896,2.3236426,0.19389627
0.80473405,2.1184371,0.57415381,0.033131326,0.012093035,0.081921337,0.01142135,0.6359265,2.5302012,1.6019958,3.4158126,2.6845456,2.6434056,0.28642991
0.79400759,1.9629971,0.56669424,0.032024265,0.017557942,0.083293777,0.01035332,0.67666122,2.4700149,1.5824931,3.3372291,2.6578708,2.5768919,0.26398787
0.81253152,2.0735374,0.60641222,0.030886177,0.019237418,0.092368476,0.010406698,0.70602491,2.6211146,1.616173,3.4479836,2.7284571,2.7270053,0.2775519
0.8095211,2.0337589,0.44426054,0.027209771,0.01093178,0.055449559,0.012008158,0.68018841,2.309978,1.6106995,3.4605848,2.7487049,2.4325306,0.28309373
