beta_I,beta_FR,phi0,theta_N,alpha,gamma_comm,delta_C,phi_obs,R0,R0_B,R0_N,rho_N,trM,detM
0.81112675,2.0239943,0.55321516,0.031483483,0.021843909,0.096158859,0.013470046,0.59236896,2.501261,1.6136189,3.4202857,2.7189322,2.6130943,0.27972444
0.81540396,1.575823,0.55486242,0.034734289,0.023956894,0.099660713,0.010653206,0.66374651,2.4352718,1.6213956,3.2488203,2.7068728,2.5243924,0.21703301
0.82224604,2.0813285,0.48167948,0.037178225,0.018776021,0.066094869,0.015046271,0.51303559,2.3725768,1.6338358,3.421577,2.7097805,2.494954,0.2903493
0.83888308,1.3739859,0.47309796,0.040541897,0.033193844,0.09531532,0.010575415,0.56937633,2.3084806,1.6640849,3.2032812,2.7369575,2.3922756,0.19343898
0.85256908,1.5794008,0.46508545,0.045515793,0.017143768,0.077576175,0.016291056,0.49962852,2.3294115,1.6889686,3.2716237,2.7414871,2.4250385,0.22275453
0.84584387,1.7386225,0.49486657,0.039492419,0.024686123,0.088429543,0.011845173,0.53584856,2.40635,1.6767409,3.3592821,2.7678046,2.5093743,0.24791252
0.83848726,1.5859815,0.51551067,0.053644363,0.02126923,0.090183845,0.013404811,0.65176533,2.3415935,1.6633653,3.1590212,2.6359722,2.4343919,0.2172961
0.85302624,1.5296671,0.53397331,0.045496494,0.012325582,0.090127109,0.014642489,0.58756612,2.4378368,1.6897998,3.2565522,2.7430871,2.5264037,0.21591184
0.82332743,1.3547385,0.44402248,0.036482613,0.011207082,0.076514983,0.013698616,0.42323554,2.2390489,1.6358019,3.1828862,2.7188401,2.3227421,0.18739326
0.83897454,2.1201886,0.4743713,0.045298572,0.028528128,0.092441157,0.011107051,0.59603853,2.3686278,1.6642512,3.4120682,2.7000715,2.4933654,0.29545701
0.86203851,1.9423663,0.48299067,0.04190453,0.016778506,0.076832584,0.01124501,0.56708538,2.4372376,1.7061857,3.4576477,2.8004307,2.5521255,0.28000915
0.80442739,1.5141827,0.53601579,0.030147113,0.023032651,0.071482143,0.012577879,0.55578985,2.3886725,1.6014382,3.2338439,2.7075034,2.4764334,0.20963208
0.84505905,2.0667535,0.46344363,0.043926332,0.017852993,0.096738639,0.011256502,0.53710383,2.3640883,1.675314,3.426226,2.730064,2.486763,0.29001392
0.77775284,1.487595,0.57691397,0.02888577,0.01554777,0.073935783,0.010316223,0.6220374,2.3904336,1.552939,3.1471704,2.6285319,2.4726734,0.19658888
0.80116899,1.6789011,0.51547725,0.036611443,0.034794251,0.075730361,0.010210056,0.64194629,2.33502,1.5955139,3.2204573,2.6455436,2.4331352,0.22910098
0.83638576,1.7428314,0.47700871,0.037048785,0.017890303,0.086164188,0.010248805,0.69609039,2.3629069,1.6595444,3.3530678,2.7568582,2.4673698,0.24683603
0.82327154,1.4897541,0.51455796,0.037149951,0.01016121,0.085562818,0.013801734,0.492682,2.3643368,1.6357003,3.2228595,2.7133436,2.4523857,0.20817724
0.82227331,1.4052448,0.49874434,0.042721841,0.010162695,0.082755569,0.015445295,0.51916141,2.3014528,1.6338854,3.1412762,2.6666661,2.385688,0.1938634
0.84295495,2.0664087,0.48449665,0.030359964,0.010784086,0.066516896,0.012216186,0.55790457,2.4607865,1.6714883,3.5519881,2.8340493,2.5825842,0.29971816
0.84672978,1.3694868,0.52198785,0.042849953,0.025142863,0.061669267,0.010424546,0.50716157,2.39505,1.6783517,3.2062599,2.7438589,2.4759012,0.19364269
0.81611621,2.0603682,0.51515671,0.027894963,0.015075245,0.072221024,0.010294018,0.62446068,2.4637097,1.6226906,3.4851687,2.7651489,2.5821587,0.29182397
0.83031765,1.793422,0.53456796,0.035297861,0.011034322,0.08436276,0.010384168,0.60276648,2.464769,1.6485114,3.3672119,2.751229,2.5672736,0.25265027
0.80727099,1.7011813,0.53300576,0.035730096,0.028627791,0.07641439,0.010210188,0.42048725,2.3880269,1.6066084,3.2560636,2.6723426,2.4857776,0.23343115
0.83024132,1.9158102,0.46748395,0.036424209,0.012845426,0.075336863,0.011019226,0.71731673,2.3518706,1.6483727,3.3981902,2.7418695,2.4663843,0.26932144
0.80239606,1.5680173,0.58169287,0.032267533,0.031035186,0.09077751,0.014006609,0.78533285,2.4591819,1.5977449,3.2260582,2.6837031,2.5449231,0.21085321
0.80936233,1.6352271,0.60073575,0.036881649,0.034533636,0.087001887,0.015014744,0.70435017,2.4966361,1.6104109,3.2297655,2.670153,2.5832151,0.21615634
0.80857189,1.8145657,0.5841682,0.040176436,0.028016529,0.091971599,0.014019362,0.64075265,2.4752502,1.6089737,3.2584998,2.6421385,2.5725744,0.24090172
0.81605482,1.7014482,0.48635892,0.023784765,0.014652752,0.067122935,0.010911357,0.6032385,2.3851343,1.622579,3.4002854,2.7998102,2.4871824,0.24339831
0.7714075,1.7831878,0.60828704,0.039553036,0.033772915,0.083361064,0.017610593,0.5821535,2.4176539,1.5414021,3.1334075,2.5268519,2.5097983,0.22277324
0.84823713,1.9073524,0.41830908,0.023719945,0.018152125,0.071958032,0.01043646,0.52954691,2.3600649,1.6810923,3.5831843,2.9099359,2.4767546,0.27539526
0.83403743,1.8252484,0.54812695,0.054917921,0.016153923,0.08828909,0.016629,0.59185963,2.407042,1.6552747,3.2133443,2.6130139,2.5092946,0.24612628
0.8414492,1.7559775,0.52734296,0.031011581,0.016159393,0.088994342,0.010761275,0.54125469,2.4974827,1.6687506,3.4326551,2.8235023,2.5989333,0.25337103
0.78977614,1.7901082,0.48246697,0.044681848,0.015006475,0.06967269,0.018159318,0.63619214,2.2287987,1.5747996,3.1504546,2.5484854,2.3350011,0.23670379
0.78842201,1.724513,0.63776115,0.030867969,0.015745262,0.065319055,0.010411767,0.46989735,2.5552438,1.5723375,3.2469115,2.6484725,2.6403158,0.2173796
0.79842454,1.9735669,0.52094604,0.034015435,0.021033394,0.087420969,0.01289333,0.78604262,2.3871083,1.590524,3.3366426,2.6567779,2.5001576,0.26986089
0.82836369,1.8026834,0.5144727,0.029427993,0.017464347,0.076160483,0.011188453,0.80989215,2.453554,1.6449588,3.4209784,2.7932909,2.5586724,0.25791373
0.82857133,1.7105134,0.5132019,0.025955839,0.014366842,0.079414768,0.010956335,0.79762335,2.4577625,1.6453363,3.4240932,2.8235638,2.5581977,0.24684597
0.80799862,1.8636921,0.52697959,0.028691161,0.015260436,0.063115801,0.013503218,0.43318054,2.4355274,1.6079314,3.3813889,2.7313278,2.5425073,0.26055256
0.80749602,1.8740429,0.46897836,0.040812962,0.056455712,0.092158235,0.010370305,0.5084134,2.2748466,1.6070176,3.2694776,2.6338246,2.3866754,0.25439336
0.81887675,1.4122008,0.45673864,0.033563292,0.021875103,0.063082671,0.010506352,0.49276528,2.2657379,1.6277098,3.2146945,2.7277026,2.352547,0.19668683
0.79597041,2.3053858,0.6097246,0.037099917,0.024081196,0.081801374,0.012619309,0.69288617,2.5851092,1.5860619,3.4134044,2.6248414,2.7002376,0.29761956
0.77863015,1.9385661,0.61168077,0.027160485,0.016430819,0.080488709,0.010376867,0.79409384,2.538029,1.5545342,3.3238009,2.6451618,2.6367606,0.25058373
0.8052275,1.5681854,0.56431987,0.032142171,0.043471832,0.086282723,0.010057573,0.7356556,2.4371163,1.602893,3.2366464,2.6940746,2.5248525,0.2138232
0.78438253,1.4918078,0.57307693,0.034828755,0.013307452,0.064274733,0.010400589,0.60229879,2.3717731,1.564993,3.1172935,2.6043517,2.4545806,0.19640071
0.8119293,1.9300493,0.55354568,0.039283312,0.02472671,0.076806708,0.010403735,0.57439094,2.4500103,1.6150781,3.3167473,2.6598361,2.5570297,0.26219879
0.82232985,1.1449866,0.4768598,0.03333612,0.018140655,0.094522968,0.01347246,0.60382811,2.2795853,1.6339882,3.135977,2.7409249,2.3502263,0.16103198
0.8235998,1.3555685,0.49564426,0.036492082,0.037920143,0.089416646,0.012543085,0.58246894,2.3215848,1.6362972,3.1839736,2.7196533,2.4033941,0.18992708
0.78231528,2.0102055,0.53073702,0.029902987,0.017962149,0.060257916,0.011532021,0.53095001,2.3887878,1.5612344,3.3349174,2.6357545,2.5025936,0.27185802
0.7964182,1.9836924,0.5237108,0.037748847,0.0140947,0.056189944,0.014981505,0.53085353,2.3703191,1.5868761,3.2988607,2.6213367,2.4834609,0.26818223
0.78498508,1.7385864,0.57531208,0.021096967,0.015297805,0.086244359,0.014032139,0.55411494,2.488223,1.5660886,3.3340159,2.7164103,2.5831985,0.23632027
0.84140001,1.8299512,0.46776509,0.050258989,0.032639906,0.078878141,0.013278485,0.5462367,2.3122121,1.6686612,3.2779587,2.6700484,2.4214344,0.25254502
0.84941613,1.461827,0.43395354,0.031695939,0.011577577,0.089821621,0.011007426,0.50173067,2.3163435,1.6832359,3.3504235,2.8441234,2.4067179,0.20933812
0.84184839,1.6636261,0.46991715,0.058235439,0.01052999,0.068900115,0.013241351,0.48214291,2.2686619,1.6694764,3.1565187,2.6131571,2.3682631,0.22596141
0.84018,1.6964477,0.50023861,0.030197966,0.011911623,0.088812724,0.011607748,0.59472253,2.4409095,1.666443,3.4158143,2.8261877,2.541546,0.2456447
0.79257599,1.6399706,0.53290992,0.042395436,0.013939232,0.096865218,0.017071927,0.53380876,2.3107709,1.5798902,3.1283944,2.5741041,2.4051035,0.21798101
0.83219636,2.0491887,0.53406768,0.027608957,0.012273646,0.095098918,0.011568098,0.68874526,2.5434988,1.6519273,3.5381751,2.8215753,2.6593113,0.29456881
0.7913507,2.0181839,0.51105434,0.023718143,0.024820335,0.093559683,0.01670234,0.59311848,2.4069398,1.5776624,3.4286474,2.7162751,2.5236163,0.28083341
0.76577506,2.027968,0.64234242,0.04576008,0.012992039,0.079394404,0.010070747,0.73291592,2.470971,1.5311613,3.145039,2.4647038,2.5678234,0.23931938
0.80511776,1.8729914,0.49297331,0.028017909,0.022376836,0.098483537,0.019131302,0.60324769,2.3689785,1.6026934,3.3815632,2.7272153,2.4796287,0.26212798
0.80190813,1.6734352,0.57897017,0.021780259,0.024354537,0.087600079,0.010935732,0.58696018,2.5275147,1.5968578,3.3621573,2.768687,2.6189135,0.23101188
0.81435716,1.7320077,0.54782912,0.051441471,0.028264614,0.09758242,0.016317964,0.60681012,2.3609852,1.6194924,3.1510079,2.5770995,2.4585012,0.23023388
0.83374941,1.3393916,0.55205101,0.029277357,0.019897348,0.092386322,0.012097085,0.61186912,2.4743139,1.654751,3.2790922,2.8125554,2.5514702,0.19090898
0.80528215,2.2461474,0.5321579,0.045421286,0.017388306,0.077215394,0.01045111,0.51665368,2.4056604,1.6029923,3.3464018,2.5923101,2.5307615,0.30095076
0.84171977,1.5996609,0.50300834,0.027940908,0.018786331,0.085972773,0.012934517,0.60135669,2.4494609,1.6692426,3.4096589,2.8506996,2.5446865,0.23325123
0.79577782,1.8929122,0.58908626,0.033289488,0.012848378,0.082151384,0.011550137,0.66276144,2.4993476,1.5857117,3.3069354,2.6537576,2.599661,0.25071785
0.83096393,1.3830211,0.63585302,0.044416139,0.016907242,0.089100812,0.011866559,0.73438239,2.5313832,1.6496865,3.1467557,2.6814063,2.6016024,0.17775179
0.81102821,1.8118506,0.64048562,0.02943585,0.018334403,0.089769221,0.01235939,0.55943303,2.6475297,1.6134397,3.3661988,2.735331,2.7360567,0.23437794
0.81343801,1.4522235,0.43414418,0.038209033,0.010085904,0.080585244,0.013719309,0.59140438,2.201609,1.6178212,3.1685353,2.6730516,2.2910547,0.19692445
0.8139544,1.9794602,0.53263538,0.035324576,0.010028511,0.058589937,0.011772808,0.57734592,2.4432735,1.6187601,3.3772584,2.6974192,2.5553985,0.27395204
0.82132604,1.5014081,0.53268886,0.033279322,0.018782487,0.064783717,0.014169558,0.55487325,2.409907,1.6321631,3.256173,2.7380773,2.497255,0.21050057
0.82142278,2.0856557,0.5149313,0.036145145,0.026910356,0.076820572,0.012940824,0.55173095,2.4386171,1.6323389,3.4302786,2.7153151,2.5581544,0.2915055
0.82057144,1.9386383,0.5084201,0.039794907,0.034958795,0.082110978,0.011527939,0.56109834,2.3887899,1.6307911,3.3428628,2.6837904,2.5012427,0.26862613
0.78786249,1.4316054,0.52642332,0.035186704,0.031583286,0.080872558,0.010837673,0.42396886,2.2946448,1.5713202,3.1048559,2.6130197,2.3786092,0.19266847
0.85022014,2.0281702,0.44030615,0.040004077,0.01389314,0.096754495,0.010952531,0.64157359,2.3475677,1.6846978,3.4669882,2.7778033,2.4694512,0.28612978
0.81688239,1.6317576,0.51519607,0.039488074,0.017191923,0.083612461,0.011780972,0.58513572,2.355532,1.6240837,3.2293886,2.6742609,2.4511305,0.22518526
0.82243991,1.7916624,0.54988723,0.034097934,0.022008664,0.088714615,0.014271096,0.65824998,2.4781755,1.6341883,3.3521872,2.7351036,2.578894,0.249598
0.80125828,1.8333407,0.57770719,0.035110182,0.011775456,0.092361853,0.011740756,0.80204793,2.4739132,1.5956762,3.287477,2.6575114,2.5730417,0.24523537
0.80583999,1.7788749,0.56853251,0.040365206,0.011828382,0.084253357,0.011046516,0.69773123,2.434147,1.6040066,3.2358763,2.6318952,2.5317776,0.23764733
0.84307022,1.3915685,0.51245623,0.037850929,0.019821979,0.084844645,0.011451263,0.4868276,2.3962904,1.6716979,3.2472744,2.7720988,2.4791119,0.19846425
0.79296213,2.0879729,0.49185089,0.037005745,0.022491329,0.068746136,0.012336261,0.59738738,2.3194287,1.5805923,3.3301141,2.6157641,2.4410962,0.28219906
0.82350387,1.5252093,0.56383048,0.033810831,0.015704389,0.093253185,0.010138995,0.61680425,2.4697943,1.6361227,3.2665936,2.7409326,2.5554319,0.21150736
0.79597439,1.9477711,0.488713,0.023294242,0.033372897,0.063430406,0.010155122,0.58746338,2.3690582,1.5860691,3.4237954,2.7355715,2.4841899,0.27275364
0.80694372,1.7871725,0.55488268,0.022773565,0.015256165,0.090485821,0.010426994,0.55243711,2.5067958,1.6060134,3.4096946,2.7774184,2.6068448,0.25080237
0.83219628,1.5699763,0.54689193,0.026399145,0.016907232,0.091027763,0.012626901,0.67639466,2.508561,1.6519271,3.3825838,2.8319786,2.5984093,0.22538991
0.80209834,1.5008016,0.47027072,0.036393677,0.035600847,0.072252728,0.012981683,0.49908515,2.2430209,1.5972036,3.1644457,2.6502632,2.3342317,0.20458769
0.87204112,1.5290891,0.46982001,0.04067684,0.010540442,0.085615057,0.011633751,0.5524901,2.4006675,1.7243723,3.3614231,2.8426155,2.4934915,0.22283949
0.83213306,1.3694161,0.46981164,0.03429177,0.011417781,0.08441606,0.013327804,0.7297342,2.312596,1.6518122,3.2368323,2.7653898,2.3964731,0.19397393
0.80608651,1.4875969,0.52300196,0.039536048,0.027070718,0.063787159,0.011669984,0.54791142,2.3229923,1.6044548,3.1450401,2.6390111,2.410184,0.20254561
0.7959247,1.9795255,0.56755041,0.03085434,0.018651404,0.07600518,0.010939989,0.63119097,2.4855092,1.5859788,3.3604733,2.6735181,2.5930939,0.26740267
0.80482604,1.661465,0.54159222,0.027243414,0.0171413,0.077033103,0.011755505,0.59169894,2.4343412,1.6021631,3.314148,2.7326293,2.5293608,0.2313102
0.76793686,1.7697007,0.52062335,0.021786413,0.013346071,0.088743608,0.022152573,0.69759752,2.340709,1.5350918,3.2798099,2.6522092,2.4434328,0.24044642
0.81015477,1.5695012,0.60167609,0.034363287,0.026911654,0.077721465,0.010340975,0.54745749,2.5038047,1.6118517,3.232829,2.6925934,2.587155,0.20869278
0.78775175,1.9790706,0.53789629,0.034334371,0.040684083,0.092029066,0.013555345,0.58800217,2.3900134,1.5711189,3.3004685,2.6192102,2.5013297,0.26604734
0.78507826,1.9232667,0.56143575,0.037406159,0.023910475,0.086608012,0.013929688,0.64984903,2.4029566,1.566258,3.2444646,2.5870657,2.5084632,0.25352777
0.79907222,2.0676871,0.56577686,0.032840098,0.017425659,0.084601286,0.010810029,0.68522688,2.4927981,1.5917016,3.3824007,2.6681692,2.6048377,0.2792922
0.83217055,1.6314477,0.51959791,0.03493619,0.030472364,0.083470503,0.010207699,0.68356949,2.4237767,1.6518803,3.3210616,2.760245,2.5191835,0.23124467
0.80716178,1.5355412,0.50057314,0.042998314,0.018988107,0.071615658,0.010287001,0.61300071,2.2800747,1.6064098,3.1345688,2.6162716,2.3713652,0.20814918
0.8081078,2.0162017,0.53808775,0.029963518,0.01926901,0.090647671,0.01740619,0.57975736,2.4709555,1.6081299,3.4224116,2.7212632,2.5843727,0.28024877
0.84173551,1.3889475,0.46935713,0.037056733,0.016808767,0.067527275,0.010040328,0.56368746,2.3259676,1.6692712,3.2493565,2.7742166,2.4108955,0.19753958
0.81093239,2.0961971,0.53498388,0.039584593,0.025808972,0.097164212,0.013822048,0.5910034,2.4340697,1.6132655,3.3672685,2.6542929,2.5516288,0.286147
0.82680402,2.2941018,0.53776742,0.036311206,0.026511145,0.098280203,0.010605435,0.58717573,2.5235811,1.642123,3.5176786,2.7315588,2.6507357,0.32088501
0.86615187,1.9217204,0.44528383,0.035441281,0.026036064,0.068266077,0.01017344,0.62093067,2.4050819,1.7136646,3.5272163,2.8673848,2.5212098,0.27929725
0.84957054,1.588242,0.45219576,0.046763749,0.013534708,0.098798397,0.016590043,0.46284693,2.297138,1.6835167,3.2539386,2.7222947,2.3936548,0.22171247
0.84712238,1.8444515,0.46980929,0.026502152,0.014146303,0.099506348,0.011601451,0.56915289,2.4367791,1.6790655,3.5281371,2.8814301,2.5477765,0.27047608
0.83850529,2.1321658,0.44934097,0.030669116,0.013046163,0.099130841,0.016385507,0.66188873,2.3865479,1.6633981,3.556864,2.8166165,2.5142099,0.30467157
0.81997618,1.8463054,0.57095174,0.035805139,0.02152104,0.099753311,0.010572438,0.58800852,2.5092574,1.6297088,3.3467084,2.7133005,2.6100327,0.252871
0.8271322,1.6147243,0.54582683,0.036356736,0.020008412,0.099054626,0.010922919,0.5439317,2.4473461,1.6427197,3.2855244,2.7322646,2.5394066,0.22530402
0.80692688,1.712078,0.467375,0.040728782,0.019940714,0.078987643,0.010704163,0.62788357,2.2542696,1.6059828,3.213459,2.6326326,2.357277,0.23220642
0.79816852,1.9353818,0.55235863,0.023977458,0.016857526,0.090808127,0.012545226,0.55328399,2.4931997,1.5900585,3.4200284,2.7373113,2.6008582,0.26841404
0.79340364,1.7130155,0.54560238,0.035062976,0.020311142,0.076678178,0.010333164,0.68936971,2.3788458,1.5813951,3.2208168,2.6321328,2.4758674,0.2307995
0.82227892,1.5800201,0.53756925,0.035403937,0.02014979,0.070280573,0.010478673,0.66284566,2.4205469,1.6338956,3.2666003,2.7240466,2.5115874,0.22036783
0.83830586,1.8634044,0.48722853,0.033711468,0.011151436,0.090496269,0.011913916,0.52146772,2.4148124,1.6630354,3.4328443,2.7904771,2.5253368,0.2668956
0.85412868,1.8084891,0.37885415,0.031398701,0.012881519,0.085034191,0.011978578,0.50751252,2.2624163,1.6918042,3.4890959,2.8622949,2.3727156,0.24954301
0.78854013,1.7941596,0.64942199,0.040608254,0.010258501,0.067029394,0.010069542,0.61729448,2.5324612,1.5725523,3.1831901,2.5743524,2.6185359,0.21798083
0.76331268,2.0342276,0.5326517,0.01737866,0.013588861,0.058777256,0.011392811,0.6779951,2.4105427,1.5266842,3.4018998,2.6726143,2.525521,0.27716016
0.85671973,1.295994,0.44531299,0.05330206,0.041838291,0.096402028,0.010628188,0.53541493,2.251974,1.6965152,3.1225937,2.6948689,2.3315665,0.17924025
0.85566001,1.3027734,0.42979621,0.05099948,0.040550619,0.095429066,0.010543376,0.52727999,2.2360124,1.6945885,3.1410326,2.708942,2.3162647,0.17944519
0.78803762,2.1823331,0.55452133,0.028211718,0.011088834,0.073992715,0.010583366,0.58478907,2.483224,1.5716386,3.4304139,2.6683449,2.6023692,0.29586401
0.84580409,1.1598531,0.46111793,0.047224601,0.012868906,0.089638398,0.015529439,0.59695549,2.2590243,1.6766686,3.0947174,2.706863,2.3305563,0.1615927
0.84939521,2.1865338,0.46247474,0.03372721,0.012119345,0.074343998,0.010530114,0.49003006,2.430957,1.6831979,3.5805888,2.8268575,2.5606933,0.31538327
0.83389775,1.0978519,0.47308688,0.035502241,0.027151574,0.084653371,0.012012224,0.64808809,2.2887507,1.6550207,3.1381894,2.7612897,2.3566883,0.15549239
0.80695528,1.7633761,0.58155654,0.035143647,0.026065408,0.095462164,0.01323096,0.63855426,2.4853084,1.6060344,3.2817977,2.6759197,2.5805855,0.23679294
0.81090729,2.0742415,0.43887028,0.029263885,0.010449877,0.070677893,0.010559008,0.51020245,2.2983271,1.6132199,3.4588647,2.736342,2.4232185,0.28704137
0.77578154,1.2109474,0.60334156,0.044611838,0.012087942,0.056933011,0.012610142,0.49980171,2.3058741,1.5493549,2.9117845,2.5045097,2.3713653,0.1510144
0.81002302,2.4000664,0.60418345,0.028039836,0.019762579,0.094566361,0.011215371,0.76206288,2.6815423,1.6116121,3.5819362,2.7434931,2.8020493,0.32314456
0.79486435,1.3974221,0.42548495,0.047866349,0.019433263,0.05095174,0.013608384,0.42126571,2.1041903,1.5840509,3.008336,2.5416934,2.1900628,0.18069206
0.81417259,2.1683388,0.58257848,0.026913129,0.016474946,0.09615361,0.011753753,0.84234146,2.6159346,1.6191568,3.5263686,2.7668448,2.7302573,0.29906088
0.78414941,1.4088611,0.48201774,0.035227075,0.019427961,0.06399617,0.012337444,0.42112003,2.2117336,1.5645692,3.0845225,2.6005452,2.2972136,0.18905915
0.79169764,1.8591149,0.52393047,0.034346271,0.013729026,0.073379669,0.012766231,0.57353621,2.3588953,1.5782932,3.2720318,2.6320835,2.4656945,0.2519281
0.81635406,1.7180533,0.55051917,0.036556557,0.025024648,0.088489967,0.010337394,0.63349172,2.440581,1.6231231,3.2838974,2.6955027,2.5374112,0.23632181
0.8277323,1.7037147,0.52233328,0.028348412,0.016866208,0.074969572,0.010476139,0.59826842,2.4593532,1.6438108,3.3950384,2.8002954,2.5585353,0.24392363
0.84087458,1.7832158,0.55305125,0.040474104,0.015344155,0.080865393,0.014744173,0.63158287,2.4977673,1.6677059,3.3492166,2.7439099,2.5976675,0.24952726
0.83759352,1.6488075,0.50387004,0.036011798,0.011786293,0.08058997,0.012258358,0.56759196,2.4070746,1.6617403,3.3346077,2.769223,2.504648,0.23486653
0.84329893,1.7961364,0.55054765,0.03139066,0.019939535,0.091705494,0.011687648,0.51213371,2.5493165,1.6721138,3.4489628,2.8264314,2.6503538,0.25757615
0.83063958,1.4377195,0.44985016,0.043502615,0.017260002,0.093629517,0.013146234,0.54428377,2.246155,1.6490967,3.1721255,2.6873904,2.3342315,0.19783331
0.81225556,1.6389383,0.58450759,0.026077742,0.017948285,0.073818317,0.011520134,0.61202382,2.5360989,1.6156713,3.3426399,2.7674072,2.6250976,0.22570951
0.82379596,1.8654156,0.48152162,0.040231042,0.030628553,0.081493046,0.013735067,0.57916817,2.3386212,1.6366538,3.3243505,2.6907948,2.4493162,0.2588738
0.79672288,2.0095865,0.59800826,0.030201092,0.010438636,0.085035294,0.011133568,0.69869009,2.554997,1.58743,3.3798587,2.6814011,2.6593172,0.26653789
0.76859791,1.6950378,0.60822858,0.023993553,0.041498353,0.077815509,0.012939933,0.63147973,2.4809699,1.5362937,3.234505,2.6365939,2.5691944,0.21888219
0.7867347,1.7277621,0.56985382,0.02521825,0.013567725,0.084273388,0.01163772,0.62370178,2.4580954,1.5692697,3.2958818,2.6882227,2.5531862,0.23374219
0.80680689,1.5231002,0.45442998,0.048975009,0.02468672,0.070376402,0.013019771,0.45221762,2.1825296,1.6057646,3.0786315,2.5712476,2.2750795,0.2019929
0.81267186,1.891359,0.56136727,0.025632353,0.019519195,0.083420017,0.010195744,0.62413457,2.5341245,1.6164282,3.4371096,2.7725738,2.6384991,0.26449832
0.83770371,1.4520595,0.42950156,0.032119566,0.020276272,0.067296554,0.013585291,0.53768308,2.2774442,1.6619406,3.3041705,2.8017503,2.3672809,0.20459821
0.843723,1.807399,0.4719827,0.039753121,0.012695487,0.085021086,0.011575715,0.65552854,2.3672604,1.6728848,3.373371,2.7588576,2.4754849,0.25619555
0.8210028,1.9550823,0.49309026,0.01858032,0.010638082,0.078046877,0.010322602,0.65537759,2.4676399,1.6315753,3.5613566,2.8625312,2.5831317,0.28499213
0.83630335,1.618407,0.49136087,0.021985082,0.011032551,0.086632839,0.010385364,0.65427837,2.4460936,1.6593945,3.4584025,2.884734,2.5433566,0.23791456
0.83398681,1.7625528,0.48035437,0.019599356,0.011641289,0.074780875,0.010648701,0.64800433,2.4481067,1.6551826,3.5266776,2.8982526,2.5541634,0.25963809
0.82070645,1.5341261,0.46442263,0.019388568,0.018722806,0.089310959,0.016969194,0.48937322,2.3591883,1.6310365,3.4015392,2.8542739,2.453298,0.2220226
0.82916577,1.9002428,0.42821122,0.031303384,0.038802118,0.087171702,0.011041878,0.52254283,2.2984927,1.6464171,3.4390129,2.7802643,2.4140268,0.26555424
0.82814132,1.8911837,0.45483157,0.029926492,0.035687634,0.080721409,0.010700667,0.5342877,2.3498079,1.6445545,3.4460901,2.7883602,2.4639498,0.26821136
0.8209358,1.3908869,0.52755061,0.033414468,0.018729986,0.086058907,0.014073134,0.4671066,2.3853259,1.6314535,3.2155004,2.735693,2.4671184,0.1951017
0.79027304,1.1781949,0.56784905,0.036200556,0.018901052,0.079709091,0.014823531,0.51288736,2.327026,1.5757031,3.0169776,2.6131433,2.3941294,0.15615144
0.80198021,1.2010357,0.56691612,0.037433727,0.017908017,0.083887357,0.012902955,0.58729066,2.3536652,1.5969888,3.0523404,2.6418357,2.4220511,0.16095733
0.80139441,1.2008557,0.57510128,0.035327211,0.020480329,0.079280457,0.01219718,0.56625315,2.3751975,1.5959237,3.0686896,2.6562621,2.4429133,0.16083832
0.84274599,2.351069,0.44426923,0.028574459,0.019969294,0.080768374,0.01158583,0.63489328,2.4187668,1.6711084,3.6689525,2.8486664,2.558689,0.33843919
0.79629043,1.5033397,0.64011969,0.037819475,0.020068459,0.082805138,0.016750126,0.51389231,2.5019858,1.5866438,3.1337613,2.6203827,2.5769841,0.18764475
0.763586,1.9937602,0.62147286,0.034610238,0.027587122,0.08587908,0.010626275,0.6528536,2.4822079,1.5271812,3.2236299,2.5377517,2.581478,0.24640908
0.85930421,1.5794187,0.3711395,0.041507718,0.010555912,0.063868967,0.017085672,0.5867517,2.209511,1.7012143,3.3297584,2.794873,2.3056313,0.21237887
0.85454317,1.6739986,0.44342302,0.033563919,0.010869057,0.084945888,0.01076005,0.55958553,2.3573441,1.6925578,3.4224608,2.8451898,2.4596366,0.24113861
0.84058372,1.9921714,0.51122502,0.0469122,0.031660711,0.080092489,0.010051783,0.55498743,2.4174186,1.667177,3.3594271,2.6927898,2.5322976,0.27771052
0.8479664,2.0155921,0.50549959,0.042809285,0.024786037,0.077175151,0.010039795,0.60983841,2.4474638,1.6806001,3.4287508,2.7481335,2.5642895,0.28592678
0.81098826,1.6749104,0.53929021,0.028967911,0.01055649,0.073968318,0.010515345,0.64151268,2.4393532,1.6133671,3.3228831,2.7390518,2.5352923,0.23402945
0.82193117,1.5476372,0.49737771,0.030238987,0.02113094,0.079251422,0.010503873,0.57326115,2.3710899,1.6332633,3.3029111,2.7650578,2.4637089,0.21960797
0.82002826,2.1224558,0.4578934,0.023145236,0.023686083,0.093468826,0.010513519,0.58637375,2.3908462,1.6298035,3.5690956,2.8188778,2.5177925,0.30350906
0.81592357,1.3699687,0.50422818,0.019639933,0.02314332,0.070786466,0.011723445,0.50185083,2.3977168,1.6223404,3.3239236,2.8355203,2.4803266,0.19807493
0.81628309,1.2454511,0.50597023,0.019776777,0.02190979,0.073211097,0.011551646,0.51150019,2.3856107,1.622994,3.2794131,2.8355507,2.4610928,0.18007082
0.7961015,2.3495009,0.53284961,0.031644891,0.021570836,0.073323136,0.012182531,0.63243524,2.4659193,1.5863002,3.481653,2.6678122,2.5962382,0.32135585
