beta_I,beta_FR,phi0,theta_N,alpha,gamma_comm,delta_C,phi_obs,R0
0.9387269,1.9707206,0.51312822,0.049160996,0.010539414,0.064169779,0.010858906,0.79155337,2.652002
0.95156546,1.4174794,0.52545713,0.034777607,0.011450705,0.065792011,0.010230372,0.70763185,2.7163193
0.91139908,1.4458506,0.43645495,0.041007522,0.013070824,0.042229366,0.010923223,0.64851064,2.4317063
0.91919953,1.8080341,0.50346523,0.031206706,0.064069457,0.077731886,0.010185634,0.46980112,2.6583673
0.90273589,1.6039878,0.44401746,0.025115437,0.012259711,0.052180214,0.015424762,0.73470953,2.510021
0.94581811,1.6669727,0.50063856,0.039794554,0.011105015,0.073976695,0.017293111,0.67645558,2.658767
0.91169154,1.7564549,0.45305918,0.031033177,0.010241943,0.069549895,0.015145013,0.64536089,2.5365197
0.92189077,1.5842383,0.4526168,0.035484663,0.023159829,0.07928577,0.010609324,0.63028352,2.5229876
0.91668258,1.7102421,0.467685,0.036688227,0.014260404,0.063895553,0.010120486,0.72969192,2.5446894
0.88805553,1.9765262,0.48399635,0.037580583,0.015929458,0.048489513,0.010135892,0.95359635,2.5282254
0.9094748,1.8758523,0.5043049,0.030924327,0.012893573,0.069906107,0.010302985,0.95284505,2.6447467
0.87481041,1.719275,0.57200142,0.045987763,0.042220056,0.071704546,0.013549553,0.52097865,2.5816801
0.89308554,1.6913127,0.47072788,0.032015568,0.014964898,0.073100867,0.016113896,0.84417249,2.5117006
0.94701427,1.5119424,0.50901549,0.047566568,0.026466314,0.070959595,0.012947944,0.56647144,2.6197803
0.92222506,1.703031,0.34916859,0.031406885,0.024501851,0.059466472,0.023843667,0.56703599,2.3629774
0.93932201,1.7447575,0.50910215,0.02962137,0.016093674,0.082275943,0.011433248,0.6228251,2.7225272
0.92933371,1.169309,0.44006127,0.042920897,0.032372634,0.087703957,0.013219956,0.53931498,2.4483244
0.89443955,1.3153225,0.44918615,0.046918995,0.043887311,0.050775527,0.030342771,0.71829501,2.3748799
0.90709761,1.0973962,0.46087084,0.036324916,0.027483493,0.054373193,0.013793679,0.73683247,2.4487479
0.94721014,1.5068612,0.45555963,0.033448879,0.0109537,0.069618066,0.011204632,0.57643965,2.5932127
0.92865778,1.5468077,0.44076009,0.033588006,0.011197049,0.055457318,0.01577024,0.73118684,2.5233489
0.90610083,1.8697901,0.55666053,0.026371353,0.010989426,0.091717651,0.018503062,0.57443763,2.7679423
0.92008468,1.6352981,0.41352718,0.032594819,0.010186311,0.065584434,0.023366228,0.62575633,2.4650466
0.89005037,1.7210346,0.50219739,0.037675765,0.017417999,0.047967809,0.016609759,0.59143948,2.5377171
0.96012269,1.6223067,0.44206103,0.05177106,0.014495115,0.073517601,0.015841338,0.5690669,2.5286203
0.95442736,1.4243016,0.45676937,0.027828132,0.016876259,0.07968718,0.011690931,0.59562521,2.6329813
0.89821711,1.9437593,0.48939345,0.053058468,0.03913397,0.088036354,0.017136848,0.73241733,2.4872349
0.91115073,1.6041526,0.5043196,0.035160435,0.032456542,0.085014594,0.013447669,0.64434768,2.5942332
0.94097964,1.2077508,0.52989973,0.046426695,0.024361018,0.093138211,0.032009746,0.60517751,2.6095016
0.91869531,1.3449191,0.41406123,0.02952081,0.023810379,0.095538085,0.016266097,0.605101,2.4512476
0.89891286,1.9884298,0.52599167,0.039117514,0.014599164,0.066797692,0.014023789,0.69634275,2.6305906
1.001136,1.2833493,0.38875932,0.031890009,0.028122016,0.078711307,0.010634395,0.72564736,2.5907772
0.963483,1.8772203,0.4327214,0.038170863,0.016454509,0.065183966,0.023942101,0.46732491,2.6029879
0.93293481,1.5379877,0.5464352,0.031447706,0.01200668,0.089749743,0.012865196,0.76453086,2.7418436
0.91751143,1.8715523,0.47068452,0.047533155,0.050389709,0.095232132,0.014941619,0.68455391,2.5183238
0.94760261,1.9454485,0.48342736,0.038980795,0.016683069,0.094479677,0.01759713,0.66966398,2.66573
0.91048707,1.469393,0.52189516,0.038360687,0.026074498,0.052361837,0.010576542,0.69036944,2.5915178
0.8843455,1.4256223,0.4677422,0.034908003,0.023262216,0.05877818,0.010239122,0.70077706,2.4429437
0.93363281,1.6049664,0.47872853,0.044372212,0.013163573,0.077919166,0.022082734,0.606692,2.559258
0.92523054,1.4601839,0.5022392,0.051402331,0.015965444,0.045643685,0.018002374,0.59854739,2.5301361
0.90012331,1.1816506,0.39609149,0.037887112,0.014675082,0.069533872,0.026606271,0.56618172,2.329745
0.89791188,1.4204393,0.47488856,0.040363228,0.029243628,0.054874662,0.022320995,0.66232488,2.4634825
0.88764835,1.9364851,0.48769527,0.032396726,0.033043844,0.092288734,0.012779652,0.55660668,2.5555797
0.90832955,1.7463734,0.4383274,0.031508414,0.018272519,0.025538137,0.011937202,0.55944424,2.4970198
0.91323926,1.9172242,0.53633064,0.053122752,0.012634395,0.090525087,0.013050491,0.48511718,2.6049103
0.95892797,1.2637002,0.39186699,0.027551654,0.013204183,0.049004226,0.022976264,0.62167558,2.5117574
0.93968007,1.893002,0.5213304,0.040687773,0.048725847,0.092260492,0.01057827,0.72618661,2.7050396
0.95484466,1.997985,0.49910727,0.039351059,0.012147107,0.092827466,0.011125012,0.8640898,2.7191492
0.84811204,1.3811405,0.46062871,0.037649585,0.020826907,0.060918103,0.020327693,0.47821077,2.3243884
0.97520451,1.8958634,0.44954833,0.044418018,0.018086096,0.083147029,0.010313907,0.81238722,2.6363707
0.85177188,1.9800757,0.48079543,0.039691773,0.017494665,0.050810068,0.011016031,0.5225892,2.4219624
0.93964267,1.5292493,0.53730411,0.036932743,0.022813345,0.091249467,0.012466605,0.92274965,2.7097396
0.94730909,1.5602393,0.44109709,0.041931666,0.049686031,0.09342291,0.010307386,0.6506429,2.53322
0.90516718,1.7381801,0.53503176,0.032729265,0.014518709,0.047664567,0.012930122,0.79487726,2.6666516
0.93547968,1.7955857,0.4756317,0.040732611,0.049430834,0.092242214,0.010855766,0.71495751,2.5956627
0.92397131,1.6667831,0.51404346,0.024556402,0.019109185,0.058544097,0.030194414,0.60309829,2.7114386
0.93190808,1.8516083,0.41061298,0.053760849,0.031781573,0.093148812,0.010297335,0.72997806,2.4197174
0.90880583,1.3659351,0.50230159,0.021150538,0.014395873,0.051826257,0.021257429,0.62880491,2.6304429
0.89248827,1.2390087,0.41588991,0.034402406,0.012581373,0.057699944,0.021484682,0.47920493,2.3611865
0.94675744,2.0240617,0.48692373,0.034443771,0.01033944,0.079183388,0.010563918,0.86308429,2.7031089
0.85873679,1.1828285,0.41858213,0.032274376,0.019279053,0.052473819,0.028252743,0.46749349,2.2870958
0.91878095,1.3823432,0.42202863,0.033919117,0.051995197,0.05879722,0.02015237,0.55002133,2.44964
0.92848424,2.2958717,0.38710406,0.04658081,0.022157786,0.092637677,0.023249248,0.61987802,2.4311473
0.89116902,1.1212383,0.47140051,0.043321804,0.011384338,0.038170389,0.01838451,0.4961795,2.3975809
0.92465915,1.6074256,0.42024859,0.033490577,0.024688111,0.067736064,0.020964,0.68637504,2.4821554
0.94435521,1.8240017,0.51978716,0.038688856,0.022980297,0.072662621,0.010837373,0.60928272,2.7162367
0.89973889,1.3734704,0.45547067,0.038617706,0.012073433,0.065760061,0.014788198,0.86894011,2.4385431
0.9443366,1.5930196,0.42358256,0.043160362,0.016576733,0.080870694,0.014342136,0.62477106,2.4929437
0.93266355,1.4768626,0.37292293,0.033727425,0.04106646,0.057479982,0.015261412,0.64228376,2.4059431
0.9441015,1.4596868,0.36299376,0.034479031,0.040799765,0.06630565,0.014336195,0.65308376,2.4116194
0.96461997,1.7044859,0.41307865,0.039846725,0.012069096,0.089702194,0.017242955,0.61742616,2.5462778
0.96675614,1.4764645,0.42631111,0.033299599,0.015239978,0.086449698,0.013348228,0.68373553,2.5854526
0.97929135,1.4123255,0.36563579,0.027183425,0.012383419,0.085889742,0.02827373,0.59164891,2.5251659
0.96076574,1.7771396,0.32745531,0.035464934,0.010574404,0.097003649,0.0207829,0.56891365,2.4028567
0.87596284,1.6796765,0.504725,0.046216116,0.010093963,0.039344148,0.010412959,0.64547773,2.4609621
0.9319031,1.4930971,0.45357937,0.031750748,0.011790432,0.067413921,0.036503082,0.5783957,2.5582162
0.93940447,1.5204119,0.40763383,0.037532306,0.022492314,0.063539969,0.011176538,0.51037265,2.4707706
0.91293188,1.6819801,0.44925331,0.028550522,0.019658953,0.084784062,0.020399031,0.70716238,2.5368153
0.89854302,1.7706751,0.50013901,0.021831389,0.059133553,0.093385671,0.015037191,0.70296634,2.6449862
0.92993708,1.7862864,0.4909639,0.025664701,0.013357757,0.095404239,0.014091002,0.76992583,2.688554
0.92481194,1.8553662,0.5134198,0.02414291,0.014884146,0.0942489,0.013196754,0.7950444,2.7387254
0.93708431,1.4087878,0.45884725,0.041052695,0.040454678,0.092589415,0.020657422,0.62310468,2.5287218
0.93986573,1.4686967,0.45599111,0.033395682,0.031527649,0.088293566,0.016323102,0.65131864,2.57218
0.91820439,1.5445753,0.52714676,0.03200821,0.02097619,0.089959151,0.0163843,0.63268278,2.6643608
0.98403306,1.6372819,0.41175944,0.037327354,0.014322875,0.057984899,0.017764312,0.64418977,2.5959669
0.94987405,1.9328908,0.44585968,0.04898522,0.017211844,0.08179084,0.013358999,0.55215339,2.5510411
0.91585755,1.7068946,0.44263608,0.025426107,0.020047146,0.067744562,0.014883727,0.79231609,2.5489431
0.94111134,2.1549686,0.50682421,0.02732709,0.026459661,0.082921844,0.010247448,0.75169248,2.7863256
0.90569012,1.3357168,0.39445323,0.025825773,0.018560208,0.075471618,0.01466031,0.49071575,2.3999435
0.91547816,1.3306332,0.39258216,0.025517104,0.015356241,0.082561992,0.019034473,0.49743111,2.4213429
0.91763027,1.1594619,0.39624834,0.027069612,0.014618834,0.082298857,0.019093816,0.50579614,2.4131013
0.9225634,1.1789812,0.38038758,0.025731079,0.013693779,0.081355194,0.019888658,0.50679569,2.4048595
0.94982802,2.2519425,0.50550058,0.050089997,0.021472933,0.063857964,0.011894294,0.78162742,2.6929123
0.94100214,1.9374966,0.44063916,0.033385558,0.016647801,0.095565874,0.014299815,0.75123823,2.5915614
0.87322117,1.3772865,0.5294059,0.041763528,0.020862395,0.054330462,0.014527408,0.51713759,2.4806055
0.96099476,1.9707645,0.38600281,0.038628047,0.014396038,0.09261028,0.013596589,0.77314089,2.5129687
0.86995179,1.2792286,0.47699817,0.043127176,0.017342672,0.048097265,0.012865847,0.53503486,2.3707575
0.92878149,1.335094,0.40763433,0.036736813,0.039595458,0.061469797,0.02180948,0.47034565,2.4336096
0.90963791,1.5105291,0.4569236,0.050420867,0.030258738,0.080096023,0.018872923,0.65592594,2.4276347
1.0155831,1.2879306,0.43275617,0.029674092,0.020631879,0.086539993,0.010882022,0.65539353,2.7180564
0.85698885,1.8343895,0.53801512,0.030965061,0.012507763,0.066443429,0.033284695,0.56695481,2.5689803
0.94212194,1.5587267,0.40566813,0.039744888,0.017279095,0.083876025,0.011139895,0.69338203,2.4677686
0.91337129,1.5169552,0.5482994,0.043733982,0.024686073,0.047256087,0.010554215,0.57425209,2.6233873
0.92579527,2.0666121,0.49274395,0.033463374,0.014716396,0.09035709,0.029596687,0.6987048,2.6720866
0.90744847,1.7306293,0.47378321,0.036053963,0.049804275,0.093413772,0.012493652,0.57841822,2.5381325
0.95024209,1.4944208,0.4385824,0.047607616,0.011111842,0.063510958,0.010157697,0.62282402,2.5054261
0.9489986,1.538211,0.48108893,0.029822231,0.011570575,0.072643769,0.012133985,0.61096317,2.6672609
0.88459018,1.731152,0.46151838,0.033559412,0.015066103,0.064132813,0.012509109,0.74629423,2.4702194
0.89358801,1.6185356,0.44798039,0.033438326,0.019301485,0.066702398,0.037598893,0.74828896,2.457245
0.89987949,1.5469372,0.52906344,0.038765966,0.030149318,0.068452776,0.011264804,0.59733707,2.5846361
0.8725467,1.7888201,0.46661983,0.037152487,0.023016703,0.06005437,0.016365874,0.58618566,2.4389484
0.85778205,1.7631266,0.45537887,0.032316341,0.023466503,0.058557734,0.015190959,0.58577844,2.4010642
0.96004883,1.59463,0.48240368,0.031962189,0.017837095,0.095885538,0.015060731,0.7532677,2.6928387
0.91336672,1.5238861,0.50713865,0.047980426,0.036028234,0.09752814,0.013452797,0.52173563,2.5321184
0.94189224,1.6933719,0.43737108,0.028480036,0.01747894,0.083512237,0.013677652,0.83733538,2.5876192
0.87592863,1.772444,0.5458692,0.047080175,0.016109045,0.052295245,0.019686021,0.51132241,2.5398047
0.98018628,1.6304377,0.42397778,0.0299475,0.018427233,0.078218559,0.014641069,0.68717336,2.6433505
0.89929879,1.8443869,0.50581633,0.03768975,0.019720696,0.056234546,0.018727528,0.56369994,2.582416
0.87447947,1.5187828,0.48883331,0.041219645,0.031729558,0.072942458,0.016397318,0.53921267,2.4352054
0.85959979,1.52212,0.45371423,0.040011966,0.045903859,0.061693808,0.014303317,0.52050544,2.3453203
0.85689756,1.5812937,0.45886723,0.05048727,0.04307858,0.04086769,0.01057652,0.61182456,2.3099767
0.84619609,1.5589593,0.51320847,0.047325318,0.026639825,0.038120583,0.010614026,0.59328179,2.38174
0.91810447,1.3745945,0.44435382,0.029073161,0.020968387,0.055672855,0.010818691,0.51362321,2.5081443
0.92054236,1.7483754,0.50980188,0.046513908,0.010175576,0.086001999,0.017471144,0.85506951,2.5876621
0.92008092,1.3316549,0.43300772,0.035799572,0.012562283,0.080398464,0.01047868,0.43570203,2.4590607
0.9623846,1.9266742,0.4306323,0.035945255,0.016315823,0.051612847,0.014080749,0.53165507,2.611089
0.94306324,1.6238488,0.43492038,0.049583718,0.021217146,0.094662565,0.013745159,0.62847736,2.4851246
0.96080257,1.3887638,0.44231381,0.026737585,0.025157066,0.059947068,0.014840406,0.62832692,2.6236653
0.94376335,1.5885981,0.4394325,0.050679705,0.02026639,0.096062688,0.01682259,0.69498277,2.4867412
0.94185388,1.7407536,0.46034872,0.040499434,0.01834796,0.089215215,0.015467747,0.75385961,2.5784443
0.89889416,1.9497614,0.49586743,0.026878822,0.041000033,0.095898443,0.0157833,0.78555725,2.6311844
0.90765803,1.9130485,0.5007428,0.025459672,0.021667101,0.087618733,0.015729524,0.61713929,2.6672497
0.95622463,1.4501458,0.44629931,0.046659462,0.012640423,0.055024465,0.010557802,0.59952515,2.5329318
0.97009171,1.270081,0.48051133,0.054662888,0.015931946,0.038762234,0.010660237,0.62056313,2.5698236
0.93626584,1.6597412,0.34639628,0.027759596,0.010768523,0.08043165,0.010234428,0.56631162,2.4016605
0.92814557,1.5440446,0.48315995,0.015707618,0.014659644,0.044172006,0.010181426,0.64558489,2.6952897
0.93590985,1.6210636,0.49105003,0.015327688,0.013230186,0.048666062,0.010254651,0.59052722,2.7435283
0.92403353,1.6864343,0.44371503,0.017165088,0.025960716,0.098994023,0.025927034,0.81086604,2.6112443
0.92731647,1.2719433,0.43733758,0.01568683,0.021554379,0.095721897,0.014329949,0.60469848,2.5732573
0.92603451,1.9824195,0.42286256,0.054549533,0.013939153,0.076876032,0.01148892,0.64994648,2.4345037
0.96756218,1.2869881,0.40454631,0.033045241,0.022626539,0.096021329,0.016367989,0.63768073,2.5334304
0.95106924,1.2041445,0.41708339,0.035221417,0.024265091,0.096088131,0.024085514,0.61443563,2.4990323
0.95923694,1.9005255,0.47883648,0.041208258,0.027614764,0.086623574,0.013785303,0.63168763,2.669549
0.99887135,1.7672081,0.56127462,0.038014829,0.026512382,0.083816057,0.011466931,0.61990991,2.9364437
1.0028953,1.5536791,0.52620331,0.045576088,0.020519204,0.088082005,0.01150868,0.6420855,2.8061915
0.90170779,1.3220498,0.39019418,0.028771489,0.04330676,0.07296321,0.039933746,0.64539508,2.3698778
0.94383674,1.387597,0.44047079,0.034202377,0.04841648,0.066122634,0.023865588,0.69591569,2.5425623
0.9301263,1.5138207,0.44212218,0.038515801,0.029331095,0.050543243,0.018947337,0.64103966,2.5040485
0.93087415,1.598176,0.45489787,0.038499971,0.015994071,0.079831062,0.011408124,0.7112937,2.5367029
0.93068968,1.7134372,0.4669131,0.034608681,0.027094683,0.076349466,0.024780114,0.63306554,2.5885836
0.90836985,1.739607,0.48413919,0.039125586,0.026310772,0.095826428,0.014319733,0.64387154,2.5456895
0.93584423,1.8237958,0.497472,0.038254439,0.032394081,0.098860181,0.021932813,0.7220667,2.6536269
0.93315129,1.90025,0.42977334,0.052395081,0.019622096,0.062712186,0.015185905,0.53464903,2.4650317
0.90791917,1.8782741,0.46457623,0.053473659,0.037477206,0.059668294,0.014874934,0.57608573,2.458801
0.93666423,1.7051858,0.43301498,0.024869766,0.012470909,0.080711595,0.016223479,0.60469631,2.5846517
0.86899956,1.6144245,0.47910041,0.017201726,0.013541475,0.049389694,0.015525014,0.5273332,2.5321309
0.92941802,1.4912082,0.42400487,0.047841675,0.039366374,0.089832884,0.014780246,0.57245975,2.4302116
0.89597359,1.9425236,0.47773204,0.04612207,0.011953746,0.06805437,0.013084424,0.67776043,2.4921655
0.92378993,2.2554883,0.44362022,0.034556403,0.011513328,0.087164,0.01199609,0.49801645,2.5803583
0.94476915,1.0617332,0.42346325,0.044737272,0.01406588,0.069769176,0.012254761,0.70638168,2.4428899
0.93888857,1.3489196,0.42185392,0.043476775,0.017548722,0.048894137,0.011768277,0.72955831,2.4551168
0.9397641,1.3291283,0.4486298,0.041982688,0.024670199,0.05246202,0.016132762,0.69006458,2.5062339
0.94659921,1.6596837,0.37486303,0.041965718,0.012682003,0.062616891,0.023020633,0.67087409,2.4234106
1.013167,1.5216496,0.34721063,0.040661846,0.023013134,0.086016411,0.013572212,0.68540573,2.5253813
0.992619,1.3036538,0.34759432,0.045865114,0.015472078,0.08754856,0.016890035,0.78696137,2.4473513
0.89009073,2.0152164,0.49381489,0.040860156,0.016014468,0.091186994,0.010775218,0.45488906,2.5404511
0.9136851,1.8364407,0.52331656,0.035881971,0.033199542,0.076759998,0.010571097,0.61540668,2.661348
0.98648009,1.5563808,0.40698341,0.029329081,0.016855109,0.088756556,0.023308366,0.74519402,2.622316
0.86222302,1.6366722,0.49108534,0.029390703,0.015107399,0.041327298,0.01012174,0.53840908,2.477692
0.90459615,2.000537,0.51389273,0.025272621,0.025442559,0.070713779,0.010150429,0.53968972,2.6987395
0.89023457,1.6053225,0.5124049,0.047096925,0.020479353,0.052537392,0.010256485,0.66196262,2.4969519
0.92840798,1.7558141,0.39155916,0.036767952,0.03028146,0.088672988,0.013087465,0.57375762,2.4373722
0.91363591,1.4834377,0.51725916,0.037010778,0.020652561,0.067219871,0.010194869,0.67911102,2.6000396
0.87740344,1.7747726,0.46778534,0.030439614,0.02708338,0.054858435,0.010064541,0.74773725,2.4831738
0.97365712,1.5315304,0.4100726,0.02634018,0.019077438,0.093110111,0.015358838,0.50279801,2.6087102
0.92462953,1.7664508,0.41294463,0.035007631,0.026766472,0.094419313,0.020502911,0.74603696,2.4757112
0.92273411,1.3816416,0.46378506,0.051425844,0.013078058,0.075981949,0.012364087,0.51369267,2.4537504
0.90745578,1.9830956,0.50705456,0.023353519,0.013318335,0.095551341,0.011120103,0.76967938,2.7005396
0.91450725,1.5966939,0.48366892,0.020218056,0.013019761,0.039727618,0.015646725,0.61295142,2.6416098
0.91926248,1.3765433,0.48130019,0.041520773,0.018052007,0.091427675,0.014337982,0.6320273,2.5174029
0.90180683,1.6661852,0.51481696,0.035287063,0.015276387,0.089187198,0.031371711,0.64414014,2.5965908
0.9675071,1.6820846,0.40030329,0.036518506,0.02441847,0.086038125,0.010700959,0.56715832,2.5420982
0.91485699,2.123941,0.47104607,0.027810472,0.021532653,0.083289776,0.013070829,0.65737255,2.6355237
0.89466981,1.5278595,0.46660043,0.044358987,0.018663228,0.048592549,0.019453091,0.67568985,2.4347441
0.89890459,1.5838275,0.42134863,0.018913438,0.018714552,0.066011429,0.010944727,0.76424441,2.4844557
0.99938582,1.7288599,0.40703124,0.033547822,0.018191244,0.081803567,0.01854498,0.60769332,2.6485603
0.96571426,1.48891,0.36076476,0.055750058,0.013758748,0.076958553,0.019091346,0.5971024,2.384281
0.9910584,1.6244757,0.40691959,0.037293541,0.015378607,0.048368011,0.015913949,0.55572474,2.6029295
0.94476366,1.5451199,0.48673198,0.035202751,0.011910706,0.094172634,0.011794772,0.75404658,2.6400417
0.90656631,1.326797,0.55739742,0.044580466,0.049013475,0.075796723,0.021999012,0.74464415,2.5916907
0.95584769,1.8408202,0.42793076,0.040987996,0.011923639,0.067601342,0.012955272,0.55120505,2.559339
0.92228458,1.9904408,0.40985061,0.033392757,0.012830156,0.04650462,0.019554779,0.62449944,2.490081
0.94497225,1.4542858,0.46969796,0.035063386,0.011598808,0.064863343,0.023893167,0.7727499,2.6002708
0.95053478,1.7939155,0.48812968,0.031084227,0.010472531,0.066364755,0.014610879,0.58915709,2.7069854
0.93081775,1.6768002,0.51530946,0.027282226,0.012440544,0.070618317,0.011406614,0.68397257,2.7175969
0.86957127,1.2617283,0.47886771,0.021169597,0.01008379,0.05993738,0.027527376,0.96228706,2.4727192
0.95577137,2.3582358,0.5145246,0.056718836,0.010308894,0.080670922,0.010343885,0.50124054,2.7042055
0.94782688,0.96464867,0.36046804,0.028951479,0.027847797,0.087154826,0.022636506,0.81126893,2.4044771
0.91806957,1.50891,0.5068719,0.021725772,0.021714302,0.084014487,0.012311851,0.61236482,2.6779984
0.92867928,1.806928,0.42922356,0.050000306,0.01747574,0.066775013,0.016393797,0.73036242,2.4552366
0.93367171,1.5986659,0.41809924,0.038124004,0.013710437,0.093479395,0.012974283,0.52293613,2.4794319
0.93773699,1.5249567,0.48466453,0.035009379,0.030920251,0.084447104,0.01228907,0.49688896,2.617236
0.93264624,1.3426574,0.45432481,0.038674262,0.044822951,0.086505694,0.031124596,0.51312647,2.5144568
0.89238735,2.2927439,0.46647553,0.034848774,0.034681737,0.087547338,0.010099643,0.6593308,2.5521145
0.92393736,0.91595421,0.41562192,0.036368138,0.010990257,0.076607763,0.011442557,0.57472702,2.402434
0.9858216,1.1441693,0.49413979,0.045556812,0.034990333,0.078036098,0.017234465,0.7477114,2.6601933
0.94393652,1.1677543,0.38017484,0.0391999,0.014811382,0.077262452,0.016573374,0.37896518,2.4023852
0.94024959,1.1656259,0.46838826,0.040509126,0.023206859,0.059289733,0.016629025,0.81486797,2.5309781
0.97046173,2.179482,0.42194389,0.036991744,0.020538834,0.091357196,0.01325361,0.60253414,2.6310019
0.97244598,1.4995366,0.37432503,0.048615126,0.034361897,0.071400581,0.014222541,0.92606836,2.4470648
0.96482536,1.3728237,0.49011421,0.039896765,0.014672376,0.091087271,0.014746504,0.69500771,2.6538818
0.90671313,2.1105709,0.46812974,0.050096183,0.011303339,0.069658285,0.023007975,0.63071732,2.5001788
0.88270284,1.3335986,0.46399686,0.027144467,0.025498657,0.088589045,0.012663416,0.51539313,2.4588607
0.91809099,1.9434715,0.45944611,0.036438363,0.036260674,0.058281539,0.026307461,0.53961244,2.5577804
0.9295318,2.1194553,0.50125571,0.044142384,0.023775821,0.083312853,0.029469397,0.43171402,2.649076
0.91355708,1.3940678,0.48175721,0.030575901,0.028896327,0.061731619,0.010964901,1.0651942,2.5585542
0.93069584,1.8488053,0.45923363,0.043350689,0.015550357,0.08234775,0.012735548,0.76299651,2.5464783
0.96607493,2.0033875,0.49602713,0.040553192,0.015338478,0.071151417,0.011581401,0.54727687,2.7354067
0.90552947,1.5884038,0.4712014,0.037146044,0.01484764,0.085363464,0.011870405,0.65926626,2.5084287
0.95805604,1.7312685,0.37825717,0.034754494,0.010614862,0.086771888,0.011037871,0.5900708,2.4896732
0.96730943,1.5270611,0.47002804,0.045751378,0.010073765,0.058364352,0.019890555,0.73169581,2.6122761
0.89472188,1.9197585,0.49981435,0.029913373,0.011165453,0.066738818,0.01130574,0.57867222,2.6085468
0.96417994,1.7818656,0.41695964,0.049641579,0.046001022,0.078628432,0.015584192,0.73217449,2.517295
0.90652233,1.3330075,0.53528179,0.029753895,0.01020282,0.054523979,0.015119358,0.54356788,2.6337613
0.95746925,1.6619983,0.43856631,0.033366182,0.011743798,0.094710165,0.020284117,0.63563869,2.6021464
0.95268514,1.1345586,0.49978731,0.041010562,0.055209946,0.099693297,0.010740722,0.72099227,2.6080751
0.94848158,1.1226472,0.48752948,0.04566381,0.033895947,0.099533539,0.011010046,0.70905054,2.5540264
0.9526109,1.6029316,0.53168348,0.032238182,0.016067449,0.069303676,0.016314769,0.6573755,2.7689318
0.92381904,1.9086999,0.40848342,0.047253851,0.034732028,0.085088774,0.013630529,0.69647388,2.4268993
0.96069569,1.3286218,0.47249635,0.022934547,0.013703164,0.066743462,0.013132648,0.60056149,2.6943619
0.95000665,1.3757896,0.45956714,0.017775524,0.016955354,0.049561399,0.012762332,0.67497326,2.6744415
0.91316269,1.3776743,0.47451712,0.02048886,0.029658421,0.083491629,0.01567851,0.70179327,2.5940166
0.96500679,2.0107742,0.45762223,0.041345731,0.019078575,0.056796594,0.016971465,0.58459539,2.6529667
0.93113975,1.4392365,0.39243407,0.035720849,0.033118085,0.08007778,0.013775534,0.6168939,2.4255822
0.90709386,1.866863,0.50840292,0.040807614,0.014844933,0.042522649,0.017627246,0.66599503,2.5938422
0.98009256,1.3779253,0.42368163,0.050297751,0.017441216,0.099311269,0.024936648,0.75737307,2.5306902
0.99223756,2.0524963,0.42144104,0.038702937,0.021680815,0.097079295,0.015692534,0.76381714,2.6634848
0.97466419,2.1948759,0.39214889,0.039252022,0.045766422,0.096024027,0.013863847,0.73108537,2.5717285
0.956118,1.5869231,0.35821096,0.045692148,0.020937601,0.075189859,0.018345651,0.56745432,2.3987589
1.0007825,1.8930427,0.45423344,0.034384917,0.015811949,0.081505318,0.012101034,0.70946593,2.7575627
0.868452,1.5231444,0.5174296,0.044115352,0.018611201,0.044146875,0.019544393,0.49010323,2.4551258
0.91147646,1.9830059,0.48005412,0.022673353,0.02218244,0.072394991,0.019015508,0.63464149,2.6575346
0.90839869,1.9384583,0.42959946,0.029853105,0.019572559,0.062515866,0.015511808,0.65974129,2.5060389
0.94017126,1.4992022,0.50207029,0.022157477,0.015985696,0.083106726,0.015895494,0.62687056,2.722915
0.96703086,1.7432803,0.30821679,0.04154709,0.025230066,0.071791339,0.012022019,0.62454825,2.3610881
1.0076525,1.546683,0.32369091,0.032505702,0.014441137,0.081524889,0.01575818,0.65372038,2.5015185
0.93179165,1.7115335,0.50393869,0.048015244,0.033045628,0.070954096,0.011284825,0.58673065,2.5935679
0.90545367,1.6313532,0.54675649,0.041853118,0.027246511,0.070887102,0.010643361,0.56098632,2.6254102
0.97032358,1.6073445,0.39939513,0.028567915,0.015430568,0.074982836,0.020473924,0.69138883,2.5760203
0.92746402,1.5632012,0.38261103,0.027192911,0.0128801,0.076581896,0.024029757,0.68363796,2.4432049
0.89979246,1.5437169,0.45660553,0.024966829,0.015724395,0.056588568,0.011188006,0.5901402,2.5210011
0.94380853,1.6447861,0.46431365,0.026867838,0.017079436,0.056924184,0.010322088,0.67011257,2.6484011
0.93116344,1.9591549,0.48898685,0.048786654,0.025200799,0.094291089,0.025147685,0.70748215,2.5886414
0.93119681,1.3171608,0.39091744,0.036987011,0.012620307,0.034795589,0.010988546,0.59135347,2.4089985
0.94062837,1.8882746,0.45722233,0.027774706,0.015806885,0.077435546,0.01403326,0.6344181,2.6469347
0.98815544,1.6171014,0.31965496,0.047418382,0.020898744,0.056615672,0.010643896,0.84058208,2.4030447
0.99953175,1.6931952,0.36640942,0.035222454,0.018419736,0.086304674,0.015741539,0.58769416,2.5608244
0.87322031,1.5703444,0.55394512,0.040487712,0.015532518,0.047853107,0.020780156,0.67202543,2.5539802
0.94829431,1.9300218,0.41148707,0.035075203,0.0239494,0.061826805,0.014202888,0.60275183,2.5436537
