beta_I,beta_FR,phi0,theta_N,alpha,gamma_comm,delta_C,phi_obs,R0
0.9504875,1.4544534,0.48482298,0.029314967,0.027760363,0.08640243,0.012823865,0.66276087,2.6715371
0.86801148,1.3911521,0.42892327,0.023516477,0.029049162,0.04238341,0.010881581,0.5160551,2.3823764
0.94097548,1.455933,0.49971436,0.039265963,0.017142099,0.088326774,0.024048174,0.74621947,2.6234077
0.94868432,1.6214931,0.51626887,0.050404025,0.02977829,0.082768012,0.015712985,0.58321234,2.6352082
0.94333095,1.8345924,0.4128541,0.044186017,0.02281848,0.065218419,0.019765755,0.65860285,2.4873679
0.91322579,1.6244094,0.47760126,0.032433692,0.022545877,0.074650962,0.01115097,0.55107598,2.5660426
0.89559686,1.6508933,0.42527276,0.041025791,0.019022207,0.058661919,0.029637935,0.52323483,2.3925061
0.88441339,1.6946916,0.3975498,0.034657671,0.015121458,0.035393104,0.0181345,0.5693425,2.3466244
0.87390372,1.6659426,0.38772837,0.031318908,0.018494123,0.045383532,0.03327252,0.49958709,2.3149555
0.83987956,2.0326177,0.42122844,0.025226409,0.021881646,0.045685671,0.024227665,0.46705098,2.349898
0.94847951,1.5477291,0.51484019,0.040252239,0.026287248,0.074171356,0.012711976,0.68353022,2.6753437
0.93604755,1.6181861,0.39148472,0.029124619,0.01127763,0.068103212,0.019977123,0.66158402,2.4764855
0.95295096,1.6278324,0.42682834,0.049176073,0.010810994,0.045070895,0.012655622,0.5176116,2.4969455
0.92334019,1.7095479,0.46940163,0.025179413,0.038800295,0.088122805,0.013134574,0.80626801,2.6221167
0.92050832,1.8478062,0.45089123,0.043682316,0.026335682,0.074514295,0.010947936,0.64080952,2.5047524
0.96113293,1.7548611,0.43206303,0.040040799,0.014344431,0.075679063,0.013397703,0.58607786,2.5764539
0.88633419,1.6910073,0.48275627,0.036176166,0.033090344,0.057200155,0.01328294,0.65219457,2.4967821
0.91115133,1.6577939,0.51206844,0.045388443,0.0176503,0.05617871,0.011339569,0.70184954,2.5631275
0.92705424,1.4258081,0.46361367,0.018234204,0.034143184,0.06535807,0.013350278,0.62457031,2.6260685
0.92871947,1.5647491,0.45011138,0.024246094,0.02486716,0.095522108,0.013368607,0.66507416,2.5875317
0.92080437,1.3115662,0.46933955,0.033861558,0.044452165,0.087324951,0.017529949,0.54932009,2.5300928
0.85519826,2.0848776,0.48199749,0.03079399,0.011690035,0.052327317,0.016089848,0.62925352,2.4869439
0.93452009,1.4824448,0.45393545,0.041920697,0.045795981,0.067448925,0.020702789,0.61925984,2.5171904
0.95307965,1.5970847,0.43722386,0.044696387,0.011327915,0.068974454,0.010566428,0.67203533,2.531562
0.97725213,1.7514369,0.38226745,0.041035052,0.03732043,0.092873105,0.016368176,0.5784571,2.5185116
0.86900958,1.5650572,0.53773465,0.037491917,0.013827101,0.03766012,0.017284988,0.73249809,2.5294166
0.93021605,1.9603716,0.46093408,0.035477188,0.027879227,0.080988697,0.010234885,0.64987696,2.5971545
0.97202809,1.2820888,0.41184415,0.042768695,0.016000377,0.070004496,0.026097681,0.63305062,2.5152541
0.90322772,2.1345119,0.47785231,0.037695976,0.014811088,0.062157874,0.010811972,0.60952284,2.5710519
0.92923045,1.2123981,0.52844168,0.034990677,0.027829409,0.078379667,0.012344834,0.7652134,2.6369492
0.96038676,2.0570889,0.44731336,0.039457922,0.014357296,0.067602816,0.015842828,0.51547356,2.6348629
0.9204275,1.3289714,0.49204997,0.027941351,0.022264456,0.082020123,0.016774186,0.7206146,2.6008714
0.93943202,1.4559979,0.41332819,0.034958524,0.03404343,0.075672069,0.010755999,0.58358853,2.4864312
0.93738637,1.4578442,0.39420329,0.03434788,0.023209815,0.075436768,0.011512265,0.62975143,2.4505491
0.93106896,2.1094615,0.43778965,0.038144567,0.022216375,0.056544208,0.016449635,0.66280223,2.555519
0.92701954,1.2753534,0.44178573,0.035116795,0.028797462,0.097089464,0.015911546,0.69261545,2.4888752
0.94892081,1.0667089,0.42506406,0.032467538,0.025609747,0.097844976,0.021508539,0.66401679,2.5075074
0.96699654,1.9650599,0.45232721,0.045371033,0.02850455,0.09823135,0.013521359,0.60530492,2.6239007
0.97061537,1.8463842,0.45170999,0.042938914,0.02298454,0.098251856,0.012178011,0.61894447,2.6315388
0.9388558,1.5253186,0.49000732,0.034590531,0.021446668,0.091542511,0.021781693,0.66252017,2.6320929
0.96115396,1.9594155,0.42139588,0.0442819,0.021442479,0.060405705,0.010539772,0.78882036,2.5556199
0.90184363,1.5336616,0.51823008,0.035053329,0.033028867,0.072007299,0.016075224,0.50191714,2.5878657
0.91594306,1.7974996,0.43799486,0.036864854,0.015395621,0.069280637,0.014782203,0.82816416,2.4956301
0.90535765,2.0579981,0.39406651,0.035257231,0.021859841,0.051164849,0.018814356,0.58752024,2.4166271
0.93308247,1.5230533,0.42728891,0.042591937,0.038461198,0.080285795,0.011738768,0.57652807,2.4687066
0.94359525,1.8470487,0.48341291,0.039986673,0.012988803,0.077181772,0.015774298,0.79235051,2.6398131
0.94171873,1.656982,0.46516218,0.048038901,0.042577536,0.086026437,0.015795892,0.57301563,2.5436802
0.95337261,1.6884668,0.4910347,0.049609726,0.019234994,0.079058879,0.011956417,0.63892983,2.6136722
0.95056201,1.4213935,0.34006761,0.032176045,0.022760683,0.064900668,0.018669776,0.54770142,2.3929358
0.93926143,1.7988086,0.52730435,0.047650132,0.02881823,0.092454271,0.016006067,0.58064925,2.6668055
0.91226246,1.830574,0.43909266,0.033437717,0.032768214,0.083536556,0.017717342,0.6125543,2.5072987
0.91075249,1.471515,0.44995242,0.036137248,0.015764735,0.050912587,0.012135779,0.53656252,2.4767949
0.92241609,1.3511594,0.40089519,0.033288821,0.0177025,0.072664977,0.018424537,0.54627043,2.4221856
0.95986465,1.9686716,0.48469,0.030539139,0.013023993,0.090590254,0.011876133,0.75582844,2.7465513
0.94877526,1.7754997,0.46511081,0.035526288,0.015141064,0.092885297,0.011092492,0.77858952,2.632183
0.9813011,1.2522001,0.43500645,0.039378999,0.016761432,0.077382562,0.016651243,0.64324591,2.5889395
0.91248795,2.0558192,0.42896691,0.04084465,0.030233165,0.059837143,0.01205669,0.54956876,2.4763754
0.91317764,1.6852996,0.48156354,0.054378927,0.038365734,0.073617472,0.024906674,0.47550145,2.4770541
0.93435055,1.6068727,0.45308366,0.023898427,0.012141271,0.055322333,0.012241388,0.76604777,2.6136153
0.96444366,1.7065335,0.44497576,0.051572768,0.044290707,0.084686766,0.021137475,0.54938322,2.5523594
0.96064746,1.5619967,0.40210863,0.028664766,0.015161028,0.083862162,0.012220669,0.7462953,2.5535786
0.88872403,1.6748759,0.46764215,0.044872329,0.021787677,0.055990198,0.015796626,0.7445883,2.4344752
0.88800781,1.7770936,0.60840073,0.031151752,0.025369009,0.076002644,0.014221128,0.63650248,2.7801296
0.88495575,1.8951591,0.60634653,0.035116777,0.030179046,0.072225267,0.012491359,0.64449396,2.7622155
0.90143022,1.9613349,0.60048783,0.03995198,0.038949562,0.070766977,0.020302047,0.64486314,2.7755912
0.92657043,1.787748,0.48771727,0.04069647,0.025940395,0.097152734,0.013941398,0.63706647,2.5954145
0.91221401,1.8457424,0.4909663,0.043113424,0.038693011,0.097344029,0.012840057,0.64801245,2.5602601
0.90415684,1.537636,0.4232204,0.036495291,0.013272028,0.036131955,0.015329274,0.64943703,2.4186373
0.89120743,1.7037708,0.4298551,0.038811644,0.013368444,0.05349376,0.018203095,0.58548054,2.4036844
0.93755177,1.5981592,0.4964044,0.026386961,0.011996862,0.080938034,0.012994734,0.78169401,2.693003
0.91974636,1.8123709,0.40269354,0.026373045,0.010784775,0.079231962,0.012635612,0.7191324,2.4858342
0.93161921,2.041745,0.49948259,0.02409517,0.010215441,0.085421299,0.024586745,0.68609529,2.7503888
0.90302648,1.4510525,0.47390578,0.04660669,0.017887114,0.035340133,0.011837816,0.62931551,2.4497301
0.96186387,1.7717035,0.43051341,0.032515001,0.029866198,0.09534592,0.019224614,0.61064093,2.6116099
0.92438059,1.5113291,0.43466615,0.045933627,0.011701071,0.050086125,0.011314967,0.75525577,2.4452829
0.94781323,2.0803757,0.47785936,0.030976163,0.040600096,0.086572351,0.017446097,0.59582836,2.7117869
0.90168644,1.585817,0.40453113,0.044972705,0.013652915,0.036655503,0.015990154,0.56456032,2.3512221
0.92782895,1.7586133,0.47950004,0.032220217,0.030578429,0.071757607,0.014488817,0.59466758,2.622349
0.95855534,1.6021582,0.38334458,0.047045453,0.010932969,0.062217501,0.017081527,0.63727515,2.4427236
0.92225294,1.8371597,0.52308839,0.041022881,0.033163267,0.076967746,0.013931964,0.61446953,2.6553641
0.92628444,1.8329745,0.53796249,0.04359402,0.026418696,0.084089233,0.012948683,0.59116429,2.6796157
0.93894451,1.5321975,0.38967169,0.023787859,0.012647307,0.062200923,0.016809477,0.72252353,2.4962769
0.92734772,1.7130267,0.42176218,0.0247978,0.014141771,0.06025212,0.013173067,0.73154256,2.5403601
0.88070007,1.5261475,0.4475031,0.024917291,0.015472004,0.048551708,0.013187829,0.74308431,2.4542932
0.907038,1.7539638,0.47244844,0.020059427,0.015845026,0.071705808,0.019201064,0.62811681,2.6183582
0.9195132,1.9804978,0.45468719,0.044220617,0.01957929,0.070355268,0.016185597,0.56835476,2.5197499
0.96301016,1.3795255,0.45801778,0.028576632,0.023571467,0.070837137,0.012277463,0.73225397,2.6486415
0.92132382,1.2445808,0.45720992,0.02960864,0.01325728,0.068124847,0.018352669,0.74262967,2.5236756
0.91711271,1.6640004,0.45590147,0.049807184,0.038371965,0.070296399,0.014729173,0.45542709,2.4610941
0.87442907,1.9267155,0.50614144,0.050360506,0.030737675,0.066156163,0.012512115,0.59508618,2.4688464
0.90622658,1.4127648,0.47271055,0.024990571,0.023600834,0.051911525,0.010596167,0.54344545,2.5534379
0.96910867,1.9621654,0.46249047,0.050837427,0.019271289,0.080792458,0.02201189,0.85014326,2.62248
0.95813562,2.0063604,0.49183687,0.043725654,0.035394848,0.084666809,0.01138282,0.67962546,2.6910286
0.9232595,1.7686319,0.49111237,0.043575673,0.026806238,0.077167122,0.018238366,0.54932401,2.5772185
0.92898076,1.5838949,0.3592327,0.034306358,0.039794835,0.088954427,0.021080524,0.5719161,2.3783764
0.9341902,1.5786417,0.38247753,0.033085221,0.037065794,0.073844243,0.014032679,0.56597209,2.4362727
0.91321601,1.8845631,0.49792322,0.044669846,0.024926215,0.059595297,0.015465881,0.76194075,2.5724189
0.94258546,1.5046394,0.42658261,0.032086086,0.014489862,0.080461477,0.013985933,0.75612384,2.5347538
0.90410973,1.8271492,0.48662055,0.045521105,0.018788252,0.072683384,0.017328742,0.50948146,2.5187237
0.90655929,1.5990532,0.50394533,0.030748689,0.024020769,0.048932746,0.01136928,0.82016009,2.6041255
0.92963688,1.6445256,0.40939843,0.019945994,0.012772416,0.073914754,0.014614055,0.49795483,2.538347
0.96184134,1.5184108,0.39675106,0.029798543,0.011174233,0.048280324,0.011557584,0.70067561,2.537914
0.93554519,1.914738,0.50289774,0.040882183,0.010164538,0.097415647,0.024390963,0.66497496,2.6602954
0.92299177,1.7654738,0.43001058,0.041531059,0.066848369,0.091284642,0.010050581,0.45934201,2.4748295
0.93273093,1.7353289,0.4180041,0.035131952,0.03682899,0.082959453,0.010042011,0.53728063,2.5015325
0.928908,1.8402711,0.41146069,0.042048926,0.051496703,0.081526404,0.010106649,0.56917172,2.4597861
0.94496834,1.6979969,0.44391795,0.036231997,0.017671494,0.060750199,0.010993661,0.59331623,2.5713849
0.92975817,1.4866934,0.42323497,0.038673669,0.014140917,0.071547435,0.022351155,0.74828882,2.4671172
0.9250895,1.4567796,0.43076534,0.041869528,0.014916577,0.068061979,0.025666913,0.78105555,2.4526245
0.94156775,1.3981799,0.50378581,0.03372556,0.042496863,0.09374769,0.011075599,0.57022082,2.6542052
0.91183182,1.8062639,0.43192504,0.029771981,0.018691474,0.049209306,0.010204314,0.65727893,2.507108
0.93524968,1.5267024,0.50871219,0.048609863,0.031190123,0.077103946,0.011204643,0.62912869,2.586539
0.88161634,1.8847209,0.40016319,0.037535077,0.017588462,0.056993958,0.034677,0.65242139,2.3483176
0.91245639,1.7031884,0.525948,0.040393693,0.020835593,0.082504777,0.016856063,0.58043239,2.6223436
0.87167258,1.5915312,0.47984824,0.042483894,0.035848901,0.07063557,0.037057954,0.55942391,2.4151793
0.93765984,1.2635083,0.51555013,0.046087003,0.024125321,0.069786288,0.019118477,0.58265005,2.5859795
0.96464857,1.2250952,0.48123024,0.043186335,0.022263767,0.064291886,0.012996222,0.56537483,2.6062117
0.97356784,1.6135348,0.40676657,0.037754673,0.024403208,0.05450081,0.015014424,0.62786575,2.5577749
0.94068075,1.3144711,0.43292582,0.033243813,0.027527496,0.084328765,0.020365448,0.67737384,2.5191628
0.91469351,2.0448961,0.4802844,0.041291324,0.039629918,0.073212584,0.012691389,0.63116887,2.5769606
0.92270982,1.5698863,0.4769218,0.045937637,0.014333959,0.065554898,0.014191396,0.71726318,2.5182977
0.94945388,1.3481905,0.39151058,0.022116781,0.034588162,0.088759422,0.023906907,0.56727913,2.5182453
0.89275434,1.8871661,0.45368443,0.021127635,0.025963638,0.069663681,0.01147007,0.74652874,2.5522635
0.93402497,1.4714099,0.47786569,0.057289611,0.026248107,0.065291914,0.013054048,0.60041072,2.4871156
0.96495134,1.7566582,0.37400118,0.028042365,0.022570416,0.092807856,0.01626272,0.67338021,2.5275708
0.90219381,1.6452567,0.47491032,0.034857921,0.013167288,0.086909245,0.026033854,0.73814874,2.5236851
0.95806113,1.3831726,0.44058779,0.034752547,0.023050449,0.055605401,0.012092458,0.608386,2.5748603
0.95820473,1.7535123,0.36581142,0.058775622,0.021543426,0.067505428,0.012844953,0.59629387,2.3813467
0.9571846,1.8140702,0.45572998,0.037172795,0.031831384,0.068160968,0.016052099,0.64726307,2.6307412
0.93770916,1.4442462,0.43568572,0.046801375,0.018732444,0.093548671,0.0194957,0.68667089,2.4694924
0.93049054,1.641974,0.46437359,0.029647795,0.034680799,0.087048062,0.015029151,0.69716128,2.6003804
0.92340071,1.7063887,0.4113101,0.037755713,0.014255556,0.052770485,0.01410797,0.6181422,2.453109
0.89846229,1.4699061,0.55750966,0.039080565,0.034741864,0.067867212,0.023547645,0.70035712,2.619623
0.89767966,2.0299333,0.42250681,0.036331682,0.019814388,0.089387459,0.034190498,0.4266176,2.4454978
0.93338327,1.1371634,0.47804751,0.045878486,0.019450188,0.070466744,0.01062564,0.73837506,2.5022657
0.90400149,2.3599555,0.48636622,0.029792229,0.014140709,0.071448382,0.023807816,0.57775849,2.6570507
0.93392896,2.0618435,0.47850442,0.031892264,0.012093159,0.064941946,0.011174514,0.56874779,2.671072
0.94089173,1.7749085,0.42990848,0.042068981,0.017024944,0.087181437,0.018113958,0.57475626,2.5163437
0.93939377,1.5192918,0.52980539,0.042545178,0.029520047,0.095703569,0.017661139,0.63033619,2.6637415
0.8911326,1.4716632,0.49320474,0.033283863,0.017758801,0.093836878,0.029896745,0.63214372,2.5171882
0.97279379,1.9667153,0.43924577,0.030791109,0.016946599,0.086482237,0.013273669,0.69799153,2.6827926
0.88554052,1.4408361,0.44223174,0.027946596,0.0264943,0.052278973,0.013579887,0.55515667,2.4346159
0.88575029,1.2869726,0.45789736,0.037586817,0.017905081,0.042198719,0.019357442,0.64228034,2.4040811
0.91600232,1.9750536,0.52354016,0.039678956,0.017274483,0.087911097,0.012729658,0.69229773,2.6647427
0.93409281,1.9379807,0.50849568,0.037267436,0.017395144,0.084852489,0.013281503,0.69387154,2.6894526
0.93234343,1.3697369,0.49722855,0.047635099,0.016241023,0.073410316,0.019504992,0.54988889,2.5470948
0.97504679,1.6807321,0.43276272,0.035477524,0.063187255,0.085851768,0.011726999,0.56677805,2.6259979
0.95107217,1.5972659,0.43452244,0.036680144,0.028248533,0.091134815,0.019428711,0.53992578,2.5575376
0.93512937,1.7171196,0.48154598,0.042083052,0.030335167,0.080214418,0.018436093,0.86495587,2.5908419
0.89406226,2.0366305,0.46992794,0.036803709,0.017059271,0.043265835,0.010766049,0.42736931,2.5263807
0.96814721,1.4164513,0.44914759,0.043189842,0.01927214,0.074407442,0.010393961,0.78353397,2.5790276
0.96954154,1.2107465,0.37077505,0.036337179,0.024098593,0.069002881,0.016012147,0.56579329,2.4610755
0.91453334,1.5135762,0.46675966,0.045866559,0.028977674,0.066721373,0.012634979,0.7981977,2.475601
0.94088923,1.8433023,0.52638618,0.03967601,0.015985683,0.085398314,0.018545948,0.70750485,2.7172723
0.91412136,1.600659,0.5353357,0.03630635,0.016434046,0.08624647,0.013081317,0.72137345,2.6527401
0.94101386,1.8633837,0.40803576,0.046186027,0.032848685,0.054299294,0.020183891,0.57322625,2.4673685
0.84331209,1.3515927,0.58172793,0.037805429,0.017297606,0.066915403,0.017885475,0.51716561,2.5062663
1.0252547,1.7863264,0.38664818,0.033459663,0.013279077,0.092940154,0.010749766,0.634938,2.6752829
0.92400001,1.486232,0.50697865,0.046363334,0.012199053,0.059910152,0.017498175,0.64190164,2.561798
0.92874518,1.9205736,0.44954496,0.035025116,0.012146817,0.06993439,0.013346939,0.84475146,2.5693564
0.96676646,1.7725957,0.43416881,0.041531343,0.015883025,0.071538582,0.013467124,0.84787995,2.5888715
0.90647518,1.5333467,0.51354635,0.034658596,0.034089841,0.081868429,0.015456227,0.68719777,2.5932781
0.92294821,1.4918821,0.50873572,0.03664945,0.030453627,0.078713359,0.019690155,0.66366599,2.6114086
0.90746003,1.4560924,0.46898829,0.049576877,0.023844066,0.084446414,0.019468044,0.6241312,2.4401797
0.9225179,1.6042628,0.49164448,0.044804674,0.023769704,0.053812807,0.012230981,0.72725185,2.5523118
0.89603212,1.8689987,0.50974495,0.02158737,0.013269004,0.087700649,0.018879903,0.912572,2.6718492
0.92624441,1.6053069,0.521857,0.021989201,0.013136278,0.090196333,0.017239154,0.79432624,2.7402588
0.93005946,1.7521082,0.38149967,0.057268936,0.017864329,0.04892363,0.012512457,0.50549912,2.3474425
0.90034798,1.9132008,0.43078213,0.028964479,0.04459259,0.084746855,0.032109325,0.45464796,2.4902167
0.91239498,1.861683,0.41923431,0.033003435,0.038891334,0.083205685,0.016934613,0.49673036,2.4747036
0.89834507,1.5325476,0.52108346,0.046471316,0.026741099,0.071639622,0.027239301,0.54887033,2.5263924
0.90373723,1.3910267,0.55776281,0.049198074,0.048807385,0.073523236,0.018451774,0.6190732,2.5698054
0.97296863,1.640303,0.35457588,0.029129147,0.01208379,0.053907347,0.012469133,0.67044965,2.4968363
0.9315492,1.7347187,0.49325585,0.044768766,0.037842394,0.090792103,0.016514544,0.67801454,2.5921735
0.9366433,1.7707764,0.45065054,0.036818938,0.011131109,0.036585964,0.010975189,0.53838734,2.5677921
0.91331134,1.8656343,0.44009626,0.035700837,0.012006075,0.059613752,0.012373212,0.54863023,2.5047627
0.90291288,1.4607396,0.45916644,0.035712971,0.017986998,0.079921036,0.012912036,0.69499748,2.4742977
0.88397086,1.5508711,0.41096872,0.038729241,0.051452771,0.064828675,0.012678312,0.68887117,2.3410345
0.94782255,1.8486656,0.58187897,0.038573754,0.011539821,0.084400293,0.017705253,0.69037392,2.8523707
0.88953386,1.8767856,0.42107369,0.035224207,0.028024301,0.049441659,0.018718937,0.63254421,2.4142634
0.95258795,1.5191833,0.45229769,0.048709452,0.028559856,0.071848399,0.013599982,0.57027076,2.5317099
0.94113606,1.9007113,0.36384155,0.035526763,0.016976973,0.047930404,0.011370883,0.59115761,2.4317035
0.95106556,1.8225202,0.33217237,0.034020687,0.024975995,0.068343738,0.011818518,0.73636489,2.3968049
0.95419991,1.6687262,0.43213797,0.031646215,0.015492401,0.076596232,0.019995461,0.7289244,2.590574
0.94838714,1.8757082,0.44622363,0.036709741,0.013352707,0.062162519,0.015029835,0.7962054,2.5989222
0.90046466,1.6166028,0.45430113,0.037726973,0.046227938,0.072216764,0.015510562,0.64430046,2.4660093
0.89846114,1.6250242,0.454422,0.037825923,0.032661662,0.069047565,0.013152764,0.66578587,2.4616649
0.93824416,1.3532065,0.44360351,0.051416784,0.02672395,0.071377425,0.011969569,0.71071955,2.4564823
0.92899721,1.4006239,0.46531499,0.038366004,0.028781278,0.064500002,0.011883319,0.66354879,2.5314468
0.93026505,1.5686721,0.46437971,0.041536983,0.02262933,0.059802728,0.013366963,0.60645482,2.5351519
0.92145971,1.9110539,0.52317531,0.027982876,0.023653674,0.075389499,0.01622327,0.67136332,2.7351342
0.91175375,1.8970937,0.53904718,0.030736919,0.023764698,0.059950182,0.01677565,0.68609084,2.7244886
0.92480417,1.5553849,0.39890888,0.040327216,0.016603903,0.036493916,0.017961811,0.5074041,2.4122101
0.9938765,1.4475496,0.38691182,0.05169893,0.042514791,0.083074987,0.012182695,0.5612528,2.5023625
0.99262959,1.3437219,0.32197965,0.04130562,0.031271862,0.080251917,0.010309284,0.61215757,2.4229947
0.9616072,1.5420704,0.39716509,0.025451987,0.019277246,0.057273264,0.010715823,0.55794768,2.5592467
0.90791699,1.4926653,0.53686882,0.042921785,0.017121222,0.058858014,0.033339691,0.73860672,2.5905646
0.96068958,1.8830538,0.40584112,0.035327195,0.025165482,0.082646105,0.010292378,0.60301182,2.5575691
0.87655607,1.5493038,0.52178138,0.037935364,0.013112886,0.060022643,0.013066547,0.60578223,2.5164841
0.95766132,1.8932903,0.37557749,0.032013474,0.014116773,0.076368891,0.016990509,0.62178583,2.5065657
0.93376696,1.5784213,0.40428228,0.033032903,0.011959658,0.053174869,0.011689747,0.74639609,2.4747933
0.91517247,1.9461642,0.41191948,0.028853369,0.015801965,0.06328908,0.018766333,0.59533527,2.4930976
0.920969,1.4936502,0.503095,0.032712847,0.011486859,0.071192778,0.012468786,0.73195405,2.6167284
0.97622279,1.7578671,0.35870355,0.038841268,0.020111182,0.083942152,0.015775593,0.52646596,2.4820478
0.97593007,1.7620977,0.35751356,0.034070566,0.018779156,0.081262966,0.018044396,0.55463652,2.497831
0.98490519,1.6836841,0.38690937,0.042862139,0.034527708,0.093013019,0.014881776,0.69222032,2.5326839
0.94710711,1.976703,0.41674863,0.034516356,0.021751006,0.084720032,0.014910605,0.71043684,2.5575678
0.89839672,1.6678638,0.46949812,0.041895948,0.018986325,0.055900848,0.015421378,0.58867412,2.4740313
0.89880651,1.4252522,0.47846099,0.032621482,0.015193709,0.047701661,0.012597541,0.72419565,2.5086388
0.94346577,1.8618454,0.49995467,0.026522989,0.013719835,0.083495243,0.010494185,0.76338769,2.7463081
0.95134615,2.1106091,0.49269098,0.0265815,0.016208101,0.094338723,0.01056324,0.72298092,2.7806535
0.94075962,1.4943051,0.42295908,0.045439684,0.043484806,0.073814688,0.010678766,0.45882924,2.4655141
0.91038869,1.8090088,0.42022375,0.035527332,0.013434866,0.044280681,0.015036766,0.54367674,2.4560965
0.93770604,1.5952313,0.51387176,0.045690028,0.022998033,0.08959486,0.015390263,0.72517756,2.6240604
0.85701211,1.3278786,0.50889983,0.031587939,0.038875245,0.050152445,0.016127625,0.46385527,2.4485009
0.81300876,1.429424,0.49883903,0.033819624,0.040808595,0.04303486,0.01636833,0.47584887,2.3203322
0.99877124,1.6420226,0.41107313,0.044492439,0.014806822,0.088304642,0.010988784,0.82677496,2.5990804
1.0186673,1.6184721,0.37459893,0.043297544,0.019394118,0.095998002,0.013260594,0.74395278,2.5831838
1.0164669,1.6435029,0.37716696,0.042510175,0.019079423,0.094591411,0.013416362,0.73620878,2.5875898
0.87511555,1.959037,0.56190441,0.027368373,0.027356931,0.052556647,0.015174828,0.544902,2.7027637
0.88441571,2.1486612,0.48159924,0.0317351,0.029752095,0.072492353,0.011363725,0.62555591,2.5627414
0.91083309,2.0676527,0.48942119,0.035093231,0.019319864,0.083277196,0.011675833,0.64827316,2.6189794
0.95847634,1.3178184,0.43212312,0.044259279,0.014262503,0.087356026,0.022804535,0.56623656,2.5132147
0.87772548,2.0231211,0.45562398,0.033433409,0.023677293,0.061094729,0.012112089,0.61446045,2.4725096
0.91640932,1.4466865,0.53890011,0.042487948,0.017831471,0.082883651,0.019697865,0.69994165,2.6121857
0.95317958,1.8242785,0.51190996,0.039444153,0.01409808,0.096032871,0.015259888,0.58233236,2.7192625
0.92230359,1.3777738,0.5204723,0.037042399,0.020423874,0.074388549,0.010983421,0.81507097,2.6148723
0.79461434,2.1846858,0.56476846,0.035919767,0.023653674,0.050126052,0.01469425,0.6591339,2.479844
0.92719076,1.8422881,0.41413671,0.030707095,0.020697575,0.060218478,0.014319121,0.58549032,2.509498
0.92751737,1.9596256,0.37689905,0.032342069,0.024106757,0.067724051,0.013439514,0.61169736,2.440958
0.94686192,2.1090685,0.46843713,0.028917317,0.01770372,0.071947416,0.017829824,0.67164505,2.70356
0.94595083,1.4065105,0.41281555,0.052325307,0.044191455,0.094354894,0.015036687,0.57781618,2.4268964
0.94655199,1.6786247,0.41010805,0.046577322,0.047279067,0.093302221,0.011219525,0.58358116,2.467815
0.88004985,1.6160019,0.48132631,0.036204527,0.010960949,0.068434817,0.018189623,0.61031482,2.4700735
0.93497577,1.8201482,0.51929926,0.04337706,0.026406118,0.077985659,0.012423435,0.82871331,2.6659495
0.9029717,1.6234397,0.45120635,0.03330126,0.020259278,0.060273373,0.022115351,0.52284833,2.4874668
0.93571577,1.4824097,0.43163451,0.045302049,0.022955235,0.082095635,0.011742708,0.62233386,2.4675407
0.90122411,1.6283006,0.48473184,0.023474787,0.022711509,0.070952869,0.015543345,0.77890888,2.5953737
0.93283063,1.6072267,0.42846397,0.017653159,0.020895419,0.079221322,0.014153819,0.67002655,2.5922523
0.94121003,2.2242336,0.41502603,0.017491968,0.016914536,0.086150198,0.015113532,0.65969454,2.6432919
0.91918188,2.0217247,0.48379265,0.0195875,0.013923366,0.094580493,0.019154361,0.63287848,2.7072924
0.93224142,1.8589363,0.46451778,0.022996052,0.012320884,0.09205616,0.013469415,0.712889,2.6626318
0.90655174,1.7879632,0.39314104,0.026047645,0.030830428,0.083761282,0.012582907,0.57654658,2.4346542
0.9224826,1.2853631,0.48658636,0.02804793,0.010817847,0.067960289,0.011906375,0.67429473,2.5907706
0.90909465,1.1943317,0.48876197,0.026943027,0.010671179,0.0713197,0.013306098,0.79520257,2.5556274
0.91580971,1.5274433,0.49227358,0.031435281,0.011660545,0.069861583,0.021892414,0.81184201,2.5941009
0.93690485,1.0990656,0.40695691,0.038215025,0.014001879,0.084650666,0.026680561,0.61880354,2.4273001
0.95563002,1.395355,0.39876034,0.050198368,0.018949516,0.067555443,0.017384068,0.49045325,2.434483
0.90870939,1.3935027,0.54729838,0.046914658,0.028570931,0.070556048,0.017557789,0.69682038,2.5771214
0.89862705,1.6656976,0.52484276,0.034532333,0.018058745,0.047399869,0.01053048,0.71460365,2.6110381
0.95553816,1.1555231,0.49762355,0.049915279,0.03900092,0.088199221,0.015934298,0.60582414,2.5711364
0.90636339,1.6816432,0.44945042,0.042638251,0.030725738,0.060916755,0.016331206,0.62699996,2.4564946
0.91526244,1.9132168,0.52869819,0.035539134,0.017856867,0.080662358,0.0114745,0.79701812,2.6877093
0.95144122,1.4990238,0.36073489,0.027779687,0.01519178,0.065652235,0.018832545,0.48205079,2.4533686
0.93389952,1.8749812,0.43100273,0.032681659,0.01710492,0.092506984,0.021503141,0.54373021,2.5525837
0.92019345,1.6371791,0.43815486,0.03340244,0.012129641,0.061728891,0.013236267,0.84282652,2.5070385
0.97430514,1.6676775,0.51629545,0.046176545,0.037928136,0.067775542,0.012558864,0.73519773,2.7263414
0.92265752,1.7995895,0.4616447,0.026695842,0.013154649,0.03816638,0.010815227,0.61788093,2.6067418
0.9826781,1.659515,0.48758195,0.041766468,0.021718485,0.081233728,0.01658495,0.6820482,2.7156992
